      0.16262000       0.14790000       0.10339000       0.52394000 
      0.10500000      0.075810000      0.079360000       0.61300000 
     0.040060000       0.18772000      0.089750000       0.56631000 
     0.092130000       0.25272000       0.12865000       0.47173000 
      0.13567000       0.29121000       0.14637000       0.56782000 
      0.16206000       0.28166000       0.18761000       0.58567000 
      0.17429000       0.36118000      0.034900000       0.51400000 
      0.14632000       0.44336000      0.032090000       0.54543000 
      0.17356000       0.33447000     -0.021930000       0.60154000 
     0.060260000       0.96448000       0.10148000       0.14933000 
     0.071990000        1.6475400       0.21969000       0.14047000 
      0.10428000        1.9669500       0.17552000       0.24566000 
      0.19188000        1.4058000       0.22521000       0.28885000 
      0.15774000        1.0571400       0.20558000       0.22954000 
      0.17749000       0.66007000       0.15122000       0.33150000 
      0.12330000       0.37350000      0.096330000       0.31720000 
      0.10103000       0.12736000      0.044280000       0.30060000 
     0.080980000       0.16537000      0.080360000       0.28036000 
     0.065400000       0.24537000       0.10102000       0.28090000 
     0.088390000       0.31631000      0.090060000       0.28839000 
     0.090160000       0.59782000       0.17937000       0.23842000 
     0.073870000       0.31229000       0.10790000       0.24034000 
     0.057160000       0.32927000      0.077270000       0.23869000 
     0.081390000       0.40209000     -0.045230000       0.34020000 
     0.078920000      0.042550000     -0.057350000      0.039060000 
     0.054900000       0.25290000       0.12299000      0.058390000 
     0.074420000       0.13006000       0.18171000      0.055860000 
     0.074600000       0.79460000       0.19803000       0.15310000 
     0.015240000       0.47727000      0.059200000       0.58933000 
     0.039480000       0.52889000       0.11523000       0.56233000 
     0.071920000        1.3672100       0.28018000       0.23586000 
     0.082250000        1.1801300       0.26985000       0.43712000 
     0.066320000        1.4237400       0.24275000       0.34880000 
     0.056990000        1.5133900       0.25650000       0.26318000 
     0.056340000        1.4727100       0.25682000       0.18656000 
     0.061690000        1.4829600       0.25501000       0.15794000 
     0.069470000        1.5712200       0.25483000       0.15301000 
     0.082970000        1.7812200       0.24071000       0.10880000 
     0.095450000        1.5325300       0.26039000       0.11089000 
     0.098320000        1.8933800       0.27391000      0.090310000 
      0.11555000        2.0352400       0.32414000       0.24747000 
      0.12575000        1.8853400       0.37454000       0.24725000 
      0.11131000        3.1192900       0.42403000       0.23771000 
      0.14205000        3.8684500       0.50800000       0.14761000 
      0.14810000        3.7480300       0.57099000       0.12111000 
     0.025520000       0.40936000       0.16218000       0.40114000 
     0.020860000       0.38500000       0.32459000       0.32942000 
     0.031670000       0.89436000       0.51452000       0.26219000 
     0.016060000       0.67654000       0.35577000       0.16231000 
     0.031090000       0.96574000       0.29254000       0.37414000 
     0.032670000       0.65947000       0.27865000       0.31703000 
     0.019770000       0.64638000       0.25638000       0.37092000 
     0.025490000       0.62493000       0.24668000       0.32886000 
     0.026490000       0.65610000       0.23082000       0.32856000 
     0.015440000       0.76308000       0.25397000       0.33524000 
     0.014100000        1.7737800       0.27730000       0.30766000 
     0.064910000        1.4039000       0.35534000       0.24667000 
     0.018080000        2.0977900       0.38608000       0.22892000 
     0.018650000        2.7355200       0.37735000       0.17177000 
     0.022560000        1.9890600       0.23719000       0.37721000 
     0.053230000       0.57038000       0.16574000       0.12204000 
     0.038470000       0.22307000      0.087380000       0.43075000 
     0.050360000       0.21237000       0.10199000       0.36303000 
     0.057130000       0.25481000      0.060240000       0.33138000 
     0.028200000       0.33394000       0.10879000       0.30521000 
     0.053430000       0.57564000       0.18243000       0.33364000 
     0.069030000       0.47420000       0.19417000       0.27315000 
     0.099160000       0.47896000       0.13927000       0.32071000 
     0.064510000       0.33325000       0.14872000       0.25561000 
     0.056600000       0.35133000       0.16438000       0.19005000 
     0.061190000       0.61876000     -0.071140000       0.20885000 
     0.032210000       0.58871000     -0.061210000       0.18558000 
     0.043290000       0.53548000       0.15698000       0.39428000 
     0.054870000       0.46794000      0.091960000       0.31830000 
     0.039570000       0.77859000      0.088650000       0.10784000 
     0.050590000       0.57439000       0.19479000       0.10808000 
     0.033280000       0.49929000       0.21318000      0.082810000 
     0.044590000       0.68077000       0.22124000       0.31839000 
     0.049620000       0.67670000       0.20127000       0.37287000 
     0.049430000        1.0669400       0.23987000       0.27256000 
     0.040160000        1.3605500       0.24811000       0.36353000 
