"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1012.0","...","1014.3","2017-11-01 00:01","1009.7","2017-11-01 14:53","21.7","27.7","2017-11-01 12:25","15.8","2017-11-01 05:50","...","80","60","2017-11-01 12:25","1.6","18","10.3","36","2017-11-01 13:22","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1010.3","...","1011.6","2017-11-02 22:39","1008.7","2017-11-02 14:52","22.9","27.0","2017-11-02 12:26","19.2","2017-11-02 05:14","...","87","74","2017-11-02 12:27","2.1","18","10.1","1","2017-11-02 11:39","1.5","...","...","","...","","...","...","...","...","...","...","","..."
"03","1012.8","...","1015.7","2017-11-03 22:22","1010.1","2017-11-03 04:20","22.4","23.7","2017-11-03 11:36","21.2","2017-11-03 19:00","...","83","70","2017-11-03 12:59","3.5","40","12.9","40","2017-11-03 23:41","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1015.4","...","1017.4","2017-11-04 08:36","1013.1","2017-11-04 14:43","20.6","22.6","2017-11-04 11:58","18.6","2017-11-04 20:50","...","69","58","2017-11-04 13:08","6.5","40","21.9","32","2017-11-04 14:58","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1013.4","...","1015.7","2017-11-05 00:02","1011.5","2017-11-05 14:30","21.8","25.6","2017-11-05 12:31","19.2","2017-11-05 05:10","...","70","58","2017-11-05 12:32","2.9","39","12.6","38","2017-11-06 00:00","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1011.7","...","1013.4","2017-11-06 08:38","1010.5","2017-11-06 16:44","23.3","27.3","2017-11-06 12:13","18.8","2017-11-06 06:01","...","81","64","2017-11-06 09:46","0.6","3","4.9","346","2017-11-06 11:19","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1011.7","...","1014.1","2017-11-07 22:54","1010.1","2017-11-07 13:39","24.5","28.1","2017-11-07 09:29","22.1","2017-11-07 06:01","...","83","66","2017-11-07 09:28","1.8","32","7.1","39","2017-11-07 20:50","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1012.1","...","1013.7","2017-11-09 00:00","1011.0","2017-11-08 13:46","23.3","25.9","2017-11-08 09:53","22.1","2017-11-08 22:20","...","81","72","2017-11-08 10:57","3.9","34","13.1","43","2017-11-08 16:55","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1010.5","...","1012.1","2017-11-09 08:50","1008.4","2017-11-09 15:00","24.6","29.3","2017-11-09 13:20","21.8","2017-11-09 23:50","...","75","57","2017-11-09 13:11","2.7","35","11.1","44","2017-11-09 14:00","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1010.5","...","1011.8","2017-11-10 22:24","1009.2","2017-11-10 14:26","24.2","27.9","2017-11-10 11:53","20.9","2017-11-10 06:01","...","85","67","2017-11-10 11:53","1.7","15","8.2","22","2017-11-10 15:58","0.0","...","...","","...","","...","...","...","...","...","...","","..."
