"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","997.7","...","1000.9","2010-09-01 21:14","995.4","2010-09-01 11:55","27.2","31.3","2010-09-01 10:34","23.9","2010-09-01 05:47","...","82","65","2010-09-01 10:23","0.3","7","6.7","208","2010-09-01 14:32","0.5","...","...","","...","","/","...","...","...","...","...","","..."
"02","1002.8","...","1006.1","2010-09-02 21:31","999.9","2010-09-02 02:02","27.7","32.1","2010-09-02 10:18","25.3","2010-09-02 05:32","...","80","58","2010-09-02 10:15","0.2","283","5.1","278","2010-09-02 11:20","1.0","...","...","","...","","/","...","...","...","...","...","","..."
"03","1003.7","...","1005.3","2010-09-03 00:01","1001.9","2010-09-03 15:22","28.9","32.5","2010-09-03 12:08","26.1","2010-09-03 02:33","...","76","53","2010-09-03 10:24","0.3","283","5.6","277","2010-09-03 14:32","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"04","1003.7","...","1005.6","2010-09-04 21:53","1001.8","2010-09-04 14:30","27.4","31.5","2010-09-04 12:12","25.5","2010-09-04 23:58","...","81","60","2010-09-04 12:12","0.3","333","8.0","349","2010-09-04 14:11","1.0","...","...","","...","","/","...","...","...","...","...","","..."
"05","1003.8","...","1005.3","2010-09-05 10:04","1001.6","2010-09-05 15:41","27.7","31.3","2010-09-05 13:41","24.5","2010-09-05 05:45","...","78","61","2010-09-05 15:53","0.6","288","5.0","337","2010-09-05 14:18","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"06","1004.1","...","1005.5","2010-09-06 09:08","1002.5","2010-09-06 15:53","28.1","30.8","2010-09-06 14:56","25.8","2010-09-06 04:52","...","78","65","2010-09-06 10:57","0.2","269","5.3","291","2010-09-06 12:20","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"07","1002.3","...","1004.3","2010-09-07 09:31","998.6","2010-09-07 23:59","28.7","31.3","2010-09-07 12:42","25.1","2010-09-07 05:13","...","72","60","2010-09-07 18:27","2.1","34","9.8","1","2010-09-07 13:39","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"08","1000.3","...","1003.7","2010-09-08 22:20","998.1","2010-09-08 04:20","29.1","33.4","2010-09-08 14:41","24.8","2010-09-08 05:42","...","71","52","2010-09-08 14:32","0.6","162","8.2","23","2010-09-08 00:01","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"09","1001.9","...","1003.5","2010-09-09 08:32","999.7","2010-09-09 16:28","27.6","30.3","2010-09-09 09:58","25.8","2010-09-09 23:37","...","81","69","2010-09-09 09:04","0.7","139","5.2","273","2010-09-09 12:49","4.5","...","...","","...","","/","...","...","...","...","...","","..."
"10","1003.4","...","1006.8","2010-09-10 22:53","1001.0","2010-09-10 02:56","28.7","32.6","2010-09-10 14:47","25.5","2010-09-10 05:58","...","73","52","2010-09-10 09:10","0.9","183","8.9","158","2010-09-10 09:28","0.0","...","...","","...","","/","...","...","...","...","...","","..."
