"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1014.9","...","1016.8","2017-03-01 09:11","1012.7","2017-03-01 15:41","16.2","19.7","2017-03-01 16:12","13.8","2017-03-01 03:00","...","78","58","2017-03-01 16:10","1.3","6","7.0","9","2017-03-01 11:10","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1015.5","...","1017.1","2017-03-02 10:28","1014.0","2017-03-02 02:52","15.2","18.2","2017-03-02 11:31","12.1","2017-03-02 23:51","...","60","48","2017-03-02 15:02","3.6","34","14.8","43","2017-03-02 13:48","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1013.3","...","1015.7","2017-03-03 00:05","1011.3","2017-03-03 18:28","15.2","19.8","2017-03-03 15:13","9.2","2017-03-03 06:15","...","72","52","2017-03-03 11:03","1.1","22","9.6","345","2017-03-03 12:58","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1011.1","...","1013.0","2017-03-04 07:02","1009.4","2017-03-04 15:10","17.6","20.4","2017-03-04 12:44","14.9","2017-03-04 05:14","...","81","64","2017-03-04 12:28","1.0","1","5.6","327","2017-03-04 13:18","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1008.6","...","1011.2","2017-03-05 09:39","1006.3","2017-03-05 18:21","19.2","23.0","2017-03-05 12:47","15.4","2017-03-05 04:50","...","83","66","2017-03-05 12:47","0.8","145","5.6","299","2017-03-05 12:48","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1011.4","...","1013.5","2017-03-06 09:59","1007.2","2017-03-06 01:35","15.4","20.7","2017-03-06 01:57","14.2","2017-03-06 23:50","...","83","73","2017-03-06 23:33","3.6","43","11.6","35","2017-03-06 12:58","12.5","...","...","","...","","...","...","...","...","...","...","","..."
"07","1013.9","...","1015.6","2017-03-07 09:43","1012.3","2017-03-07 15:16","13.3","14.7","2017-03-07 11:37","11.4","2017-03-07 19:01","...","77","61","2017-03-07 06:34","2.6","44","9.3","37","2017-03-07 09:47","6.5","...","...","","...","","...","...","...","...","...","...","","..."
"08","1014.0","...","1015.6","2017-03-08 11:13","1012.3","2017-03-08 15:50","14.0","15.5","2017-03-08 14:09","12.1","2017-03-09 00:00","...","75","63","2017-03-08 18:02","2.2","50","8.3","360","2017-03-08 13:20","1.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1012.1","...","1013.8","2017-03-09 07:17","1010.1","2017-03-09 16:12","15.9","19.3","2017-03-09 12:13","11.0","2017-03-09 02:10","...","81","66","2017-03-09 11:07","0.5","72","3.1","120","2017-03-09 20:13","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1009.5","...","1012.4","2017-03-10 22:33","1006.9","2017-03-10 14:57","17.0","20.5","2017-03-10 13:14","14.3","2017-03-10 02:10","...","92","81","2017-03-10 13:10","1.1","4","8.4","43","2017-03-10 21:38","20.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","1011.2","...","1013.3","2017-03-11 21:07","1009.1","2017-03-11 02:12","18.8","22.5","2017-03-11 11:24","15.5","2017-03-11 05:46","...","88","71","2017-03-11 10:40","2.2","13","9.9","10","2017-03-11 15:20","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"12","1010.3","...","1012.4","2017-03-12 08:24","1008.1","2017-03-12 17:11","19.6","22.3","2017-03-12 12:28","18.1","2017-03-12 06:41","...","88","76","2017-03-12 10:50","1.1","349","4.8","9","2017-03-12 14:40","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","1008.8","...","1012.7","2017-03-13 23:50","1005.7","2017-03-13 14:52","19.8","22.0","2017-03-13 14:06","15.3","2017-03-14 00:00","...","84","77","2017-03-13 14:52","1.7","41","7.6","39","2017-03-13 22:06","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"14","1015.1","...","1016.9","2017-03-14 21:43","1011.9","2017-03-14 03:20","13.7","15.4","2017-03-15 00:00","12.7","2017-03-14 07:06","...","77","65","2017-03-14 19:08","3.9","40","12.9","40","2017-03-14 16:48","2.0","...","...","","...","","...","...","...","...","...","...","","..."
"15","1015.0","...","1017.8","2017-03-15 09:56","1012.8","2017-03-15 19:29","15.3","17.6","2017-03-15 14:01","13.7","2017-03-15 00:41","...","68","59","2017-03-15 11:42","2.5","39","10.9","41","2017-03-15 00:53","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","1013.9","...","1015.9","2017-03-16 23:52","1012.4","2017-03-16 01:44","15.2","17.5","2017-03-16 12:53","13.8","2017-03-16 04:00","...","91","78","2017-03-16 00:14","1.5","37","7.0","39","2017-03-16 23:57","19.0","...","...","","...","","...","...","...","...","...","...","","..."
"17","1014.8","...","1016.7","2017-03-17 22:11","1013.0","2017-03-17 15:05","17.6","20.7","2017-03-17 13:58","15.0","2017-03-17 01:20","...","87","74","2017-03-17 13:16","2.2","19","8.0","13","2017-03-17 06:04","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"18","1015.2","...","1017.0","2017-03-18 09:26","1013.2","2017-03-18 17:01","18.7","21.7","2017-03-18 12:47","16.6","2017-03-18 02:21","...","88","78","2017-03-18 12:48","1.6","18","6.4","13","2017-03-18 15:19","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","1014.9","...","1016.6","2017-03-19 06:31","1013.1","2017-03-19 14:16","19.0","22.8","2017-03-19 13:59","17.7","2017-03-19 09:51","...","89","72","2017-03-19 13:53","2.0","40","12.2","36","2017-03-19 08:58","3.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","1011.5","...","1013.7","2017-03-21 00:00","1009.6","2017-03-20 14:51","21.2","25.6","2017-03-20 13:09","17.2","2017-03-20 06:11","...","85","67","2017-03-20 13:07","1.0","43","10.5","354","2017-03-20 04:29","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","1012.6","...","1014.6","2017-03-21 09:45","1010.7","2017-03-21 15:11","19.9","23.6","2017-03-21 11:50","17.0","2017-03-21 20:40","...","79","63","2017-03-21 14:24","2.5","38","11.9","46","2017-03-21 16:26","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"22","1010.9","...","1014.3","2017-03-22 22:06","1008.1","2017-03-22 15:38","18.9","23.8","2017-03-22 13:31","15.9","2017-03-22 23:50","...","82","65","2017-03-22 10:23","1.7","1","8.8","345","2017-03-22 14:48","6.0","...","...","","...","","...","...","...","...","...","...","","..."
"23","1012.2","...","1013.8","2017-03-23 08:59","1009.5","2017-03-23 14:40","19.0","24.3","2017-03-23 13:13","15.8","2017-03-23 00:31","...","81","58","2017-03-23 11:13","2.2","37","12.3","34","2017-03-23 15:14","2.5","...","...","","...","","...","...","...","...","...","...","","..."
"24","1012.4","...","1014.8","2017-03-24 08:07","1009.1","2017-03-24 14:08","19.7","24.0","2017-03-24 13:14","16.6","2017-03-24 02:14","...","75","58","2017-03-24 10:10","2.1","16","10.3","354","2017-03-24 14:26","0.0","...","...","","...","","...","...","...","...","...","...","","..."
