"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1011.2","...","1015.8","2013-03-01 23:49","1008.7","2013-03-01 13:47","18.5","24.4","2013-03-01 14:00","14.4","2013-03-01 23:59","...","90","75","2013-03-01 13:56","2.1","25","12.5","34","2013-03-01 23:23","1.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1018.4","...","1020.5","2013-03-02 10:31","1015.5","2013-03-02 00:01","12.5","14.4","2013-03-03 00:00","11.9","2013-03-02 18:54","...","86","80","2013-03-02 23:03","5.3","24","14.7","32","2013-03-02 01:23","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"03","1019.2","...","1020.9","2013-03-03 09:55","1017.3","2013-03-03 14:19","12.1","12.7","2013-03-03 14:46","11.2","2013-03-03 23:59","...","74","69","2013-03-03 19:24","3.6","25","12.9","26","2013-03-03 04:32","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1018.4","...","1019.9","2013-03-04 09:31","1016.8","2013-03-04 15:43","14.8","18.0","2013-03-04 12:13","11.1","2013-03-04 00:32","...","54","44","2013-03-04 11:41","3.4","34","10.2","35","2013-03-04 08:48","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1017.5","...","1019.7","2013-03-05 08:20","1015.6","2013-03-05 16:30","17.0","23.5","2013-03-05 12:13","9.6","2013-03-05 04:27","...","66","41","2013-03-05 10:48","1.0","22","7.9","323","2013-03-05 12:31","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1016.4","...","1018.6","2013-03-06 08:15","1014.6","2013-03-06 15:38","16.8","21.7","2013-03-06 14:52","13.2","2013-03-06 02:10","...","81","53","2013-03-06 16:21","0.9","107","5.4","334","2013-03-06 12:56","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1014.8","...","1016.3","2013-03-07 10:42","1012.6","2013-03-07 16:18","16.9","23.8","2013-03-07 14:25","14.1","2013-03-07 23:59","...","80","40","2013-03-07 15:11","0.9","20","7.2","313","2013-03-07 11:21","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1012.4","...","1014.5","2013-03-08 09:12","1010.5","2013-03-08 16:28","18.4","24.5","2013-03-08 13:14","11.8","2013-03-08 06:01","...","71","40","2013-03-08 09:54","1.1","286","7.5","274","2013-03-08 11:13","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1010.9","...","1012.5","2013-03-09 09:22","1009.1","2013-03-09 15:06","20.2","25.7","2013-03-09 13:56","14.1","2013-03-09 05:53","...","74","56","2013-03-09 09:19","1.1","299","7.5","274","2013-03-09 11:13","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1011.4","...","1014.4","2013-03-10 23:45","1009.3","2013-03-10 03:56","20.4","25.8","2013-03-10 11:51","16.2","2013-03-10 06:05","...","80","66","2013-03-10 09:08","2.2","23","8.8","12","2013-03-10 20:04","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","1013.6","...","1015.5","2013-03-11 09:21","1012.0","2013-03-11 16:27","17.4","20.8","2013-03-11 13:39","15.3","2013-03-11 23:53","...","79","65","2013-03-11 11:31","3.4","20","10.5","4","2013-03-11 14:16","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"12","1011.2","...","1014.1","2013-03-12 09:38","1008.7","2013-03-12 17:19","19.2","23.8","2013-03-12 13:28","14.5","2013-03-12 01:13","...","85","70","2013-03-12 12:04","1.1","140","6.5","337","2013-03-12 15:12","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","1010.5","...","1015.5","2013-03-13 23:22","1008.4","2013-03-13 14:21","21.0","26.7","2013-03-13 11:35","14.2","2013-03-13 23:53","...","84","66","2013-03-13 09:21","2.4","1","15.1","35","2013-03-13 22:37","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","1016.8","...","1018.7","2013-03-14 09:52","1014.6","2013-03-14 03:41","15.2","17.1","2013-03-14 14:49","13.8","2013-03-14 06:32","...","75","66","2013-03-14 14:52","4.0","40","15.2","9","2013-03-14 01:08","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"15","1017.2","...","1019.6","2013-03-15 10:36","1015.4","2013-03-15 16:40","16.9","18.5","2013-03-15 14:53","15.7","2013-03-15 05:41","...","80","69","2013-03-15 00:11","2.2","15","8.9","27","2013-03-15 12:16","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","1015.1","...","1017.4","2013-03-16 08:50","1013.0","2013-03-16 17:14","18.7","22.7","2013-03-16 11:23","15.3","2013-03-16 06:24","...","88","71","2013-03-16 09:55","1.4","2","8.3","8","2013-03-16 13:28","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"17","1009.3","...","1013.8","2013-03-17 00:05","1005.4","2013-03-17 23:59","20.6","25.2","2013-03-17 10:54","15.7","2013-03-17 02:43","...","83","63","2013-03-17 15:24","0.9","129","5.7","339","2013-03-17 11:38","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"18","1005.4","...","1007.5","2013-03-18 23:59","1003.8","2013-03-18 14:29","23.6","27.5","2013-03-18 13:08","19.6","2013-03-18 00:37","...","81","65","2013-03-18 13:36","1.4","262","10.1","290","2013-03-18 10:31","6.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","1007.4","...","1009.4","2013-03-19 09:50","1005.2","2013-03-19 15:45","22.9","25.7","2013-03-19 11:50","21.3","2013-03-19 03:15","...","90","75","2013-03-19 09:06","1.1","286","5.5","264","2013-03-19 22:15","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","1008.1","...","1011.9","2013-03-20 23:28","1003.0","2013-03-20 03:41","23.8","27.0","2013-03-20 16:06","18.3","2013-03-20 23:55","...","83","68","2013-03-20 10:37","2.1","20","9.3","31","2013-03-20 22:02","1.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","1010.7","...","1012.4","2013-03-21 10:34","1009.2","2013-03-21 15:11","19.1","21.9","2013-03-21 11:45","16.7","2013-03-21 05:29","...","84","69","2013-03-21 11:02","2.5","13","9.3","34","2013-03-21 03:33","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"22","1008.8","...","1011.0","2013-03-22 08:40","1007.0","2013-03-22 15:28","22.0","25.9","2013-03-22 14:21","18.0","2013-03-22 00:52","...","88","72","2013-03-22 15:44","1.2","286","8.4","277","2013-03-22 12:41","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"23","1007.5","...","1009.6","2013-03-23 09:11","1005.1","2013-03-23 18:18","22.1","24.8","2013-03-23 08:29","20.8","2013-03-23 13:40","...","89","75","2013-03-23 08:32","1.0","142","6.7","322","2013-03-23 10:21","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"24","1006.4","...","1010.6","2013-03-24 23:07","1003.4","2013-03-24 16:21","21.3","25.0","2013-03-24 12:22","17.0","2013-03-24 23:55","...","91","75","2013-03-24 12:23","1.8","9","10.2","40","2013-03-24 23:32","2.0","...","...","","...","","...","...","...","...","...","...","","..."
"25","1010.1","...","1011.8","2013-03-25 09:42","1008.6","2013-03-25 03:58","18.6","22.3","2013-03-25 13:37","16.6","2013-03-25 01:21","...","75","60","2013-03-25 13:39","2.6","55","11.5","14","2013-03-25 11:26","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"26","1009.0","...","1011.8","2013-03-26 22:07","1006.7","2013-03-26 03:48","18.3","22.1","2013-03-26 12:41","15.9","2013-03-26 20:01","...","91","79","2013-03-26 12:43","1.6","137","10.5","353","2013-03-26 10:09","15.5","...","...","","...","","...","...","...","...","...","...","","..."
"27","1009.4","...","1011.1","2013-03-27 08:50","1006.8","2013-03-27 02:11","18.1","20.5","2013-03-27 12:31","16.5","2013-03-27 23:32","...","90","78","2013-03-27 13:36","1.9","26","6.9","349","2013-03-27 10:16","5.0","...","...","","...","","...","...","...","...","...","...","","..."
"28","1009.2","...","1011.3","2013-03-28 23:35","1006.3","2013-03-28 15:16","20.0","24.6","2013-03-28 11:41","16.0","2013-03-28 03:06","...","87","70","2013-03-28 11:24","1.6","9","8.4","353","2013-03-28 12:04","26.5","...","...","","...","","...","...","...","...","...","...","","..."
"29","1010.4","...","1013.1","2013-03-29 22:06","1006.1","2013-03-29 02:39","18.9","20.6","2013-03-29 03:58","17.0","2013-03-29 23:51","...","88","76","2013-03-29 14:21","2.6","29","10.5","31","2013-03-29 18:28","1.5","...","...","","...","","...","...","...","...","...","...","","..."
"30","1010.4","...","1012.4","2013-03-30 07:33","1008.0","2013-03-30 14:46","18.8","21.3","2013-03-30 14:17","16.8","2013-03-30 01:27","...","86","78","2013-03-30 10:21","2.9","15","8.7","28","2013-03-30 12:10","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"31","1011.7","...","1013.9","2013-03-31 09:51","1010.1","2013-03-31 03:23","19.1","21.5","2013-03-31 12:52","17.4","2013-03-31 02:46","...","90","79","2013-03-31 12:55","2.3","24","9.7","9","2013-03-31 12:29","20.0","...","...","","...","","...","...","...","...","...","...","","..."
