"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1001.9","...","1003.3","2011-08-01 23:01","1000.7","2011-08-01 18:07","28.9","31.9","2011-08-01 12:14","26.1","2011-08-01 05:45","...","75","62","2011-08-01 12:16","1.2","146","6.3","328","2011-08-01 11:22","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"02","1002.6","...","1003.5","2011-08-02 08:22","1001.2","2011-08-02 16:40","29.3","32.1","2011-08-02 13:03","27.0","2011-08-02 05:33","...","73","57","2011-08-02 13:40","1.2","165","5.7","301","2011-08-02 12:46","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"03","1001.4","...","1003.7","2011-08-03 09:15","998.7","2011-08-03 16:00","29.2","32.6","2011-08-03 13:48","27.0","2011-08-03 21:57","...","73","54","2011-08-03 11:19","1.2","309","5.5","327","2011-08-03 16:15","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"04","998.9","...","1000.6","2011-08-04 07:59","996.6","2011-08-04 17:00","28.9","32.2","2011-08-04 11:41","25.3","2011-08-04 05:40","...","71","53","2011-08-04 09:38","2.0","7","9.6","354","2011-08-04 15:15","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"05","996.8","...","998.3","2011-08-05 08:42","995.3","2011-08-05 16:09","28.3","31.2","2011-08-05 17:05","25.7","2011-08-05 07:00","...","75","61","2011-08-05 18:15","1.9","2","9.3","354","2011-08-05 14:05","3.5","...","...","","...","","/","...","...","...","...","...","","..."
"06","995.4","...","997.2","2011-08-06 22:26","993.9","2011-08-06 16:54","29.2","32.2","2011-08-06 14:28","25.3","2011-08-06 05:32","...","69","57","2011-08-06 17:20","1.6","206","7.8","274","2011-08-06 15:15","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"07","998.8","...","1002.3","2011-08-07 22:59","995.6","2011-08-07 02:39","30.4","34.5","2011-08-07 11:10","27.7","2011-08-07 23:24","...","65","48","2011-08-07 10:49","1.6","278","10.9","281","2011-08-07 12:40","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"08","1002.7","...","1003.9","2011-08-08 22:28","1001.1","2011-08-08 01:54","28.5","32.5","2011-08-08 09:29","25.9","2011-08-08 23:59","...","76","58","2011-08-08 09:14","1.1","150","6.9","295","2011-08-08 11:46","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"09","1004.1","...","1005.8","2011-08-09 22:18","1002.9","2011-08-09 16:17","27.6","32.0","2011-08-09 11:32","25.6","2011-08-09 05:12","...","78","59","2011-08-09 11:24","0.9","141","5.2","21","2011-08-09 12:37","0.5","...","...","","...","","/","...","...","...","...","...","","..."
"10","1005.9","...","1007.7","2011-08-10 22:21","1004.2","2011-08-10 16:00","28.0","32.1","2011-08-10 12:25","25.8","2011-08-10 04:12","...","75","54","2011-08-10 11:20","1.0","142","7.0","320","2011-08-10 12:04","1.5","...","...","","...","","/","...","...","...","...","...","","..."
"11","1006.2","...","1007.4","2011-08-11 00:01","1004.6","2011-08-11 17:19","28.5","31.8","2011-08-11 16:15","25.3","2011-08-11 05:37","...","72","55","2011-08-11 16:20","1.2","135","7.1","279","2011-08-11 12:29","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"12","1005.2","...","1006.5","2011-08-12 08:14","1003.2","2011-08-12 16:03","28.9","32.0","2011-08-12 11:09","25.4","2011-08-12 05:39","...","69","54","2011-08-12 18:01","1.4","158","7.8","297","2011-08-12 13:25","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"13","1005.7","...","1008.2","2011-08-13 22:46","1003.8","2011-08-13 02:45","29.1","32.9","2011-08-13 10:44","25.6","2011-08-13 05:30","...","69","52","2011-08-13 10:33","1.7","191","9.7","285","2011-08-13 13:26","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"14","1007.6","...","1009.0","2011-08-14 22:17","1006.1","2011-08-14 03:16","29.4","34.7","2011-08-14 11:21","25.1","2011-08-14 05:42","...","69","42","2011-08-14 10:50","1.5","280","11.8","286","2011-08-14 13:31","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"15","1008.1","...","1009.6","2011-08-15 10:09","1006.9","2011-08-15 17:58","29.4","32.3","2011-08-15 13:34","25.8","2011-08-15 05:17","...","72","58","2011-08-15 09:22","1.6","95","10.0","285","2011-08-15 12:54","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"16","1007.0","...","1008.7","2011-08-16 08:42","1005.4","2011-08-16 15:57","29.5","33.9","2011-08-16 10:25","27.0","2011-08-16 04:50","...","71","48","2011-08-16 10:09","1.6","280","9.4","291","2011-08-16 11:55","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"17","1006.7","...","1007.9","2011-08-17 10:02","1005.2","2011-08-17 15:12","29.5","32.4","2011-08-17 11:44","26.2","2011-08-17 06:07","...","68","50","2011-08-17 09:06","1.6","199","8.8","284","2011-08-17 11:16","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"18","1007.4","...","1009.6","2011-08-18 22:59","1005.7","2011-08-18 15:16","29.0","32.8","2011-08-18 12:48","24.6","2011-08-18 23:18","...","70","52","2011-08-18 14:26","1.3","291","6.2","285","2011-08-18 14:53","4.5","...","...","","...","","/","...","...","...","...","...","","..."
"19","1008.0","...","1009.1","2011-08-19 21:32","1006.7","2011-08-19 17:13","28.1","31.6","2011-08-19 13:29","24.3","2011-08-19 05:29","...","75","56","2011-08-19 13:31","0.9","115","5.6","339","2011-08-19 11:04","0.5","...","...","","...","","/","...","...","...","...","...","","..."
"20","1007.7","...","1008.8","2011-08-20 00:02","1006.6","2011-08-20 16:28","28.8","32.0","2011-08-20 12:42","26.3","2011-08-20 04:31","...","74","56","2011-08-20 13:57","1.0","1","6.2","301","2011-08-20 13:05","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"21","1006.6","...","1008.0","2011-08-21 08:38","1005.0","2011-08-21 16:58","28.3","31.1","2011-08-21 11:51","25.7","2011-08-21 05:12","...","76","62","2011-08-21 16:33","0.8","144","5.9","340","2011-08-21 12:33","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"22","1005.0","...","1006.4","2011-08-22 09:40","1003.2","2011-08-22 15:38","28.5","31.5","2011-08-22 15:22","25.3","2011-08-22 05:34","...","71","53","2011-08-22 12:39","1.2","136","6.8","289","2011-08-22 13:49","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"23","1003.8","...","1005.4","2011-08-23 22:06","1001.9","2011-08-23 15:08","28.4","31.9","2011-08-23 11:35","24.9","2011-08-23 05:27","...","69","52","2011-08-23 11:37","1.1","141","6.8","321","2011-08-23 10:30","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"24","1003.5","...","1004.4","2011-08-24 09:34","1002.0","2011-08-24 16:03","28.6","32.4","2011-08-24 12:09","25.2","2011-08-24 04:30","...","69","50","2011-08-24 11:45","1.1","9","6.4","29","2011-08-24 14:53","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"25","1001.4","...","1003.6","2011-08-25 00:10","999.2","2011-08-25 16:20","29.3","34.1","2011-08-25 14:09","25.5","2011-08-25 05:25","...","66","48","2011-08-25 12:34","1.5","10","8.8","9","2011-08-25 13:47","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"26","1000.3","...","1002.2","2011-08-26 09:11","997.7","2011-08-26 15:53","30.1","36.0","2011-08-26 15:54","25.4","2011-08-26 05:51","...","65","46","2011-08-26 16:58","1.4","57","8.3","354","2011-08-26 13:37","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"27","998.6","...","999.8","2011-08-27 09:24","996.6","2011-08-27 16:21","29.9","33.7","2011-08-27 15:31","26.4","2011-08-27 04:53","...","68","50","2011-08-27 16:18","1.0","351","6.8","314","2011-08-27 15:19","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"28","993.8","...","998.1","2011-08-29 00:00","990.3","2011-08-28 18:53","28.5","33.6","2011-08-28 09:23","26.5","2011-08-28 05:07","...","72","50","2011-08-28 09:25","1.6","286","12.8","33","2011-08-28 19:48","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"29","988.7","...","992.5","2011-08-29 22:42","984.4","2011-08-29 07:52","28.8","32.1","2011-08-29 10:52","26.6","2011-08-29 00:46","...","69","57","2011-08-29 07:54","2.2","49","13.3","34","2011-08-29 08:27","1.0","...","...","","...","","/","...","...","...","...","...","","..."
"30","992.6","...","994.5","2011-08-30 22:42","991.2","2011-08-30 03:54","27.3","32.4","2011-08-30 11:29","26.2","2011-08-30 23:16","...","82","58","2011-08-30 11:33","0.7","45","7.9","278","2011-08-30 12:38","3.0","...","...","","...","","/","...","...","...","...","...","","..."
"31","995.5","...","998.0","2011-08-31 23:55","992.8","2011-08-31 03:15","26.7","30.1","2011-08-31 16:12","24.2","2011-08-31 07:45","...","78","55","2011-08-31 16:46","0.8","30","6.4","209","2011-08-31 13:53","11.5","...","...","","...","","/","...","...","...","...","...","","..."
