"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1006.2","...","1008.4","2016-10-01 22:57","1004.6","2016-10-01 15:22","27.1","31.1","2016-10-01 09:58","24.5","2016-10-01 03:46","...","87","68","2016-10-01 09:58","0.7","15","5.4","297","2016-10-01 12:38","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1005.8","...","1008.2","2016-10-02 00:03","1004.0","2016-10-02 17:38","27.6","33.9","2016-10-02 10:07","24.5","2016-10-02 05:54","...","84","51","2016-10-02 10:07","0.9","16","6.3","323","2016-10-02 13:05","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1003.6","...","1004.6","2016-10-03 23:52","1001.9","2016-10-03 15:42","26.8","30.5","2016-10-03 13:04","23.8","2016-10-03 04:46","...","82","68","2016-10-03 15:53","1.7","12","9.1","354","2016-10-03 12:19","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1004.0","...","1005.0","2016-10-04 07:49","1002.4","2016-10-04 14:48","27.0","30.3","2016-10-04 11:45","24.0","2016-10-04 05:43","...","78","67","2016-10-04 09:32","1.6","38","7.4","333","2016-10-04 12:09","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1004.3","...","1006.3","2016-10-05 08:30","1002.5","2016-10-05 15:18","27.8","33.7","2016-10-05 11:21","23.1","2016-10-05 05:41","...","74","55","2016-10-05 11:22","2.0","51","10.7","354","2016-10-05 15:03","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1003.5","...","1004.7","2016-10-06 05:27","1002.2","2016-10-06 03:22","28.0","31.8","2016-10-06 10:49","26.0","2016-10-06 05:55","...","84","68","2016-10-06 10:49","1.0","15","7.8","47","2016-10-06 00:21","1.5","...","...","","...","","...","...","...","...","...","...","","..."
"07","1003.7","...","1005.6","2016-10-07 23:23","1001.7","2016-10-07 03:38","26.0","28.1","2016-10-07 08:40","24.1","2016-10-07 23:50","...","91","83","2016-10-07 08:06","0.2","151","2.9","135","2016-10-07 22:31","4.5","...","...","","...","","...","...","...","...","...","...","","..."
"08","1005.0","...","1006.5","2016-10-08 23:13","1003.7","2016-10-08 03:34","25.8","29.0","2016-10-08 10:44","23.7","2016-10-08 23:20","...","90","76","2016-10-08 10:43","0.9","133","9.0","39","2016-10-08 23:55","2.5","...","...","","...","","...","...","...","...","...","...","","..."
"09","1006.5","...","1007.6","2016-10-09 10:15","1004.9","2016-10-09 03:35","23.4","25.6","2016-10-09 10:55","22.0","2016-10-09 19:19","...","86","76","2016-10-09 11:28","4.7","31","16.5","27","2016-10-09 21:31","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"10","1007.2","...","1008.8","2016-10-10 09:37","1005.4","2016-10-10 02:31","23.4","25.3","2016-10-10 12:03","22.2","2016-10-10 01:06","...","89","80","2016-10-10 12:04","3.4","39","13.2","40","2016-10-10 07:48","0.5","...","...","","...","","...","...","...","...","...","...","","..."
