"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1009.3","...","1011.4","2016-05-01 10:11","1007.3","2016-05-01 01:03","22.2","25.5","2016-05-01 16:50","19.9","2016-05-01 05:42","...","93","77","2016-05-01 14:43","0.6","39","3.2","312","2016-05-01 13:41","12.5","...","...","","...","","...","...","...","...","...","...","","..."
"02","1006.8","...","1009.1","2016-05-02 08:16","1004.1","2016-05-02 17:28","26.3","30.9","2016-05-02 14:55","20.6","2016-05-02 05:33","...","81","63","2016-05-02 10:46","1.1","127","8.4","282","2016-05-02 15:27","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1006.7","...","1009.2","2016-05-03 22:35","1004.3","2016-05-03 01:17","27.6","30.7","2016-05-03 12:25","25.4","2016-05-03 21:41","...","81","62","2016-05-03 08:47","2.2","288","12.5","292","2016-05-03 10:30","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1008.7","...","1009.8","2016-05-04 08:55","1007.6","2016-05-04 16:03","26.5","29.8","2016-05-04 12:11","25.0","2016-05-04 05:00","...","90","73","2016-05-04 12:05","0.8","14","5.0","292","2016-05-04 11:54","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1007.6","...","1009.3","2016-05-05 09:50","1006.0","2016-05-05 16:22","27.2","30.3","2016-05-05 09:19","24.2","2016-05-05 01:30","...","86","69","2016-05-05 08:48","1.3","277","9.1","301","2016-05-05 11:23","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1006.4","...","1008.0","2016-05-06 23:57","1003.8","2016-05-06 16:28","27.9","31.6","2016-05-06 10:08","23.7","2016-05-06 05:43","...","84","65","2016-05-06 09:11","1.6","258","10.4","286","2016-05-06 15:35","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1008.1","...","1009.7","2016-05-07 21:50","1006.5","2016-05-07 05:10","27.8","30.9","2016-05-07 10:37","25.4","2016-05-07 23:36","...","85","65","2016-05-07 13:36","1.0","283","6.0","270","2016-05-07 11:48","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1009.1","...","1010.4","2016-05-08 09:39","1007.8","2016-05-08 02:46","27.0","30.6","2016-05-08 13:26","24.1","2016-05-08 03:06","...","88","75","2016-05-08 13:26","0.8","36","6.9","353","2016-05-08 11:35","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1006.9","...","1009.2","2016-05-10 00:00","1004.4","2016-05-09 23:59","28.2","31.2","2016-05-09 15:01","24.7","2016-05-09 04:53","...","83","70","2016-05-09 10:27","1.4","279","8.4","281","2016-05-09 15:10","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1003.6","...","1005.5","2016-05-10 19:21","1001.9","2016-05-10 16:00","27.9","30.9","2016-05-10 12:56","23.3","2016-05-10 19:51","...","78","59","2016-05-10 07:47","1.6","257","10.4","279","2016-05-10 13:03","21.5","...","...","","...","","...","...","...","...","...","...","","..."
"11","1005.9","...","1007.4","2016-05-11 09:31","1003.8","2016-05-11 00:07","22.1","25.7","2016-05-11 13:08","20.0","2016-05-11 03:15","...","82","65","2016-05-11 13:02","2.4","34","11.6","19","2016-05-11 10:08","50.0","...","...","","...","","...","...","...","...","...","...","","..."
"12","1006.4","...","1007.8","2016-05-12 23:49","1004.9","2016-05-12 03:34","25.1","29.3","2016-05-12 16:00","20.2","2016-05-12 00:01","...","84","66","2016-05-12 12:23","0.9","3","5.6","1","2016-05-12 16:39","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","1008.7","...","1011.1","2016-05-13 22:12","1007.0","2016-05-13 15:20","27.3","31.9","2016-05-13 15:11","23.6","2016-05-13 05:36","...","83","67","2016-05-13 15:44","1.5","2","8.4","5","2016-05-13 11:29","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","1009.9","...","1011.6","2016-05-14 09:54","1008.6","2016-05-14 17:06","27.3","30.8","2016-05-14 13:37","24.1","2016-05-14 05:41","...","82","65","2016-05-14 17:31","0.9","61","6.0","345","2016-05-14 11:36","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"15","1007.6","...","1009.7","2016-05-15 09:05","1005.6","2016-05-15 17:27","26.8","29.1","2016-05-15 15:37","25.1","2016-05-15 23:57","...","88","77","2016-05-15 15:39","1.2","286","5.3","322","2016-05-15 12:53","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","1007.6","...","1009.3","2016-05-16 22:15","1007.4","2016-05-16 16:10","21.9","21.4","2016-05-16 14:25","18.8","2016-05-16 23:59","...","88","77","2016-05-16 20:11","2.5","3","10.8","34","2016-05-16 15:46","30.5","...","...","","...","","...","...","...","...","...","...","","..."
"17","1009.2","...","1010.9","2016-05-17 09:32","1007.9","2016-05-17 02:40","20.5","23.0","2016-05-17 13:50","18.4","2016-05-17 04:24","...","76","66","2016-05-17 00:44","1.6","39","9.0","44","2016-05-17 00:10","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"18","1008.9","...","1009.3","2016-05-18 20:06","1007.9","2016-05-18 16:58","22.7","25.6","2016-05-18 17:06","22.3","2016-05-18 23:19","...","88","81","2016-05-18 17:07","1.2","44","6.6","27","2016-05-18 17:07","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","1006.6","...","1008.4","2016-05-19 08:57","1005.0","2016-05-19 16:03","24.6","28.6","2016-05-19 12:28","20.7","2016-05-19 05:07","...","82","69","2016-05-19 11:08","1.9","36","9.4","9","2016-05-19 13:26","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","1005.4","...","1006.5","2016-05-20 09:21","1004.2","2016-05-20 14:53","24.8","28.6","2016-05-20 14:31","21.6","2016-05-20 05:27","...","83","65","2016-05-20 10:45","1.3","6","7.2","6","2016-05-20 12:54","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","1005.8","...","1007.0","2016-05-21 22:33","1004.8","2016-05-21 01:52","24.9","27.2","2016-05-21 11:31","23.5","2016-05-21 05:00","...","94","81","2016-05-21 11:37","0.6","23","6.3","3","2016-05-21 15:52","2.5","...","...","","...","","...","...","...","...","...","...","","..."
"22","1005.1","...","1006.8","2016-05-22 09:16","1003.6","2016-05-22 16:35","24.9","27.2","2016-05-22 11:16","23.5","2016-05-22 05:43","...","97","86","2016-05-22 11:21","0.5","34","5.6","30","2016-05-22 14:20","25.0","...","...","","...","","...","...","...","...","...","...","","..."
"23","1004.7","...","1005.8","2016-05-23 07:52","1002.9","2016-05-23 15:32","26.5","30.4","2016-05-23 11:28","23.8","2016-05-23 05:12","...","92","75","2016-05-23 15:35","0.7","123","5.2","1","2016-05-23 12:17","4.0","...","...","","...","","...","...","...","...","...","...","","..."
"24","1003.6","...","1005.0","2016-05-24 08:19","1001.6","2016-05-24 16:34","26.8","30.5","2016-05-24 15:09","24.6","2016-05-24 23:48","...","90","77","2016-05-24 15:11","1.3","25","6.3","41","2016-05-24 13:05","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"25","1005.2","...","1007.0","2016-05-25 22:09","1003.5","2016-05-25 03:09","26.4","29.6","2016-05-25 15:09","24.5","2016-05-25 00:29","...","87","73","2016-05-25 16:13","1.1","6","7.0","331","2016-05-25 13:29","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"26","1006.2","...","1007.4","2016-05-26 22:11","1005.1","2016-05-26 15:52","27.7","30.7","2016-05-26 14:47","25.2","2016-05-27 00:00","...","84","67","2016-05-26 16:55","0.8","280","5.2","324","2016-05-26 12:32","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"27","1006.7","...","1008.0","2016-05-27 22:30","1004.9","2016-05-27 15:37","29.3","32.2","2016-05-27 14:20","25.4","2016-05-27 04:46","...","79","68","2016-05-27 10:07","1.3","131","6.1","299","2016-05-27 16:24","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"28","1005.1","...","1007.4","2016-05-28 00:01","1002.9","2016-05-28 16:07","29.9","34.0","2016-05-28 11:24","25.7","2016-05-28 05:11","...","75","58","2016-05-28 10:07","1.7","273","12.5","276","2016-05-28 12:29","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"29","1003.7","...","1005.3","2016-05-29 21:49","1002.1","2016-05-29 17:46","30.4","33.5","2016-05-29 13:16","28.4","2016-05-29 04:05","...","73","59","2016-05-29 10:02","1.8","259","12.0","275","2016-05-29 12:22","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"30","1004.9","...","1006.8","2016-05-30 22:38","1003.5","2016-05-30 03:56","29.8","32.7","2016-05-30 16:12","27.8","2016-05-30 05:11","...","81","67","2016-05-30 16:32","2.2","285","10.4","279","2016-05-30 13:49","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"31","1004.8","...","1006.5","2016-05-31 08:55","1002.9","2016-05-31 18:13","30.6","34.7","2016-05-31 14:02","27.8","2016-05-31 03:00","...","73","56","2016-05-31 14:38","1.5","220","9.9","278","2016-05-31 13:11","0.0","...","...","","...","","...","...","...","...","...","...","","..."
