"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1003.5","...","1005.8","2016-10-01 22:38","1002.1","2016-10-01 14:48","26.7","30.9","2016-10-01 14:41","24.0","2016-10-01 06:23","...","84","63","2016-10-01 12:20","1.3","6","8.0","221","2016-10-01 15:40","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1002.6","...","1005.3","2016-10-03 00:00","1000.5","2016-10-02 16:54","27.9","33.0","2016-10-02 13:37","24.1","2016-10-02 06:19","...","75","51","2016-10-02 13:39","1.6","318","7.9","345","2016-10-02 09:59","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1000.2","...","1001.8","2016-10-03 00:01","998.2","2016-10-03 15:26","27.4","31.9","2016-10-03 13:12","24.5","2016-10-03 06:22","...","81","58","2016-10-03 13:19","1.2","65","6.0","323","2016-10-03 16:27","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1000.6","...","1002.0","2016-10-04 23:26","998.8","2016-10-04 14:54","27.7","32.4","2016-10-04 13:38","24.5","2016-10-04 05:24","...","74","58","2016-10-04 13:56","1.4","14","6.0","360","2016-10-04 14:26","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1001.0","...","1002.7","2016-10-05 09:03","999.1","2016-10-05 15:01","28.2","33.1","2016-10-05 14:08","25.2","2016-10-05 06:21","...","77","50","2016-10-05 14:38","1.3","209","6.5","326","2016-10-05 15:20","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1000.5","...","1001.7","2016-10-06 09:01","999.1","2016-10-06 01:54","27.4","30.1","2016-10-06 14:10","24.9","2016-10-06 07:39","...","84","69","2016-10-06 14:16","1.2","237","6.3","219","2016-10-06 13:38","5.5","...","...","","...","","...","...","...","...","...","...","","..."
"07","1000.6","...","1002.4","2016-10-07 21:59","999.0","2016-10-07 03:23","25.9","28.6","2016-10-07 10:04","24.3","2016-10-07 23:55","...","87","70","2016-10-07 10:13","1.0","77","4.7","179","2016-10-07 06:31","4.5","...","...","","...","","...","...","...","...","...","...","","..."
"08","1001.7","...","1003.3","2016-10-08 09:01","1000.4","2016-10-08 14:24","25.2","27.5","2016-10-08 11:23","23.7","2016-10-08 04:42","...","90","75","2016-10-08 11:14","1.2","58","6.7","211","2016-10-08 06:59","8.5","...","...","","...","","...","...","...","...","...","...","","..."
"09","1001.5","...","1003.0","2016-10-09 10:17","1000.2","2016-10-09 02:56","24.0","26.3","2016-10-09 12:42","22.2","2016-10-09 22:39","...","90","78","2016-10-09 12:42","2.0","350","7.1","8","2016-10-09 17:06","1.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1002.6","...","1004.6","2016-10-10 21:59","1000.6","2016-10-10 03:15","24.2","27.7","2016-10-10 14:54","21.9","2016-10-10 05:43","...","85","73","2016-10-10 12:22","1.5","6","6.4","5","2016-10-10 17:01","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","1003.6","...","1005.1","2016-10-11 09:15","1001.7","2016-10-11 14:29","25.7","30.3","2016-10-11 13:35","22.2","2016-10-11 04:59","...","85","67","2016-10-11 13:35","1.8","3","6.4","300","2016-10-11 12:26","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"12","1005.2","...","1006.9","2016-10-12 22:04","1003.5","2016-10-12 14:32","25.9","30.0","2016-10-12 13:56","23.5","2016-10-12 21:57","...","82","67","2016-10-12 14:03","1.6","353","7.0","360","2016-10-12 14:50","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","1005.3","...","1007.0","2016-10-13 09:06","1003.6","2016-10-13 15:16","25.4","30.5","2016-10-13 13:44","22.6","2016-10-13 06:28","...","81","62","2016-10-13 13:45","1.1","354","6.6","309","2016-10-13 15:03","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","1004.3","...","1005.8","2016-10-14 10:07","1002.4","2016-10-14 15:49","25.6","30.0","2016-10-14 14:05","22.2","2016-10-14 05:48","...","82","64","2016-10-14 14:17","1.3","2","6.4","348","2016-10-14 16:19","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"15","1003.3","...","1004.9","2016-10-15 08:54","1001.2","2016-10-15 14:48","27.4","32.3","2016-10-15 13:49","23.0","2016-10-15 06:00","...","77","55","2016-10-15 13:25","1.3","3","7.1","266","2016-10-15 13:34","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","1002.9","...","1004.6","2016-10-16 07:58","1001.0","2016-10-16 15:09","27.9","32.7","2016-10-16 14:33","23.2","2016-10-16 05:41","...","77","57","2016-10-16 14:33","1.0","23","4.8","263","2016-10-16 13:15","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"17","1002.6","...","1004.8","2016-10-17 22:22","1000.4","2016-10-17 15:26","28.1","32.5","2016-10-17 14:03","23.7","2016-10-17 06:45","...","75","56","2016-10-17 13:43","1.3","67","5.6","182","2016-10-17 21:43","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"18","1003.8","...","1005.2","2016-10-18 08:57","1002.2","2016-10-18 16:19","28.2","31.9","2016-10-18 11:01","24.9","2016-10-18 05:46","...","76","55","2016-10-18 10:34","1.2","87","5.9","275","2016-10-18 13:37","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","1001.3","...","1002.5","2016-10-19 10:27","999.3","2016-10-19 15:21","27.9","31.8","2016-10-19 13:06","26.2","2016-10-19 23:45","...","80","60","2016-10-19 11:48","1.0","325","5.4","260","2016-10-19 11:51","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","996.3","...","999.5","2016-10-20 00:01","994.0","2016-10-20 14:04","28.6","33.1","2016-10-20 14:44","25.1","2016-10-20 05:42","...","78","57","2016-10-20 12:51","1.1","228","5.9","242","2016-10-20 14:29","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","1000.3","...","1003.0","2016-10-21 21:58","996.6","2016-10-21 01:18","27.6","32.9","2016-10-21 14:01","24.8","2016-10-21 05:49","...","82","57","2016-10-21 12:34","1.2","1","6.8","207","2016-10-21 14:01","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"22","1002.8","...","1004.6","2016-10-22 09:02","1000.8","2016-10-22 14:55","28.3","32.3","2016-10-22 11:44","25.3","2016-10-22 05:42","...","79","60","2016-10-22 10:44","2.6","100","11.9","226","2016-10-22 13:11","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"23","1003.6","...","1005.2","2016-10-23 09:17","1001.4","2016-10-23 14:53","28.1","32.8","2016-10-23 14:03","25.4","2016-10-23 04:22","...","77","58","2016-10-23 15:17","1.4","122","6.6","299","2016-10-23 15:12","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"24","1004.7","...","1006.3","2016-10-24 22:27","1002.7","2016-10-24 15:07","27.9","32.8","2016-10-24 11:28","25.0","2016-10-24 06:22","...","77","53","2016-10-24 11:29","1.0","305","5.5","345","2016-10-24 16:25","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"25","1006.5","...","1008.2","2016-10-25 23:46","1005.0","2016-10-25 15:29","27.3","31.3","2016-10-25 12:02","24.9","2016-10-25 06:37","...","81","59","2016-10-25 12:07","1.0","322","5.6","308","2016-10-25 13:22","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"26","1008.8","...","1010.5","2016-10-26 08:43","1007.4","2016-10-26 14:58","27.7","31.7","2016-10-26 11:29","25.5","2016-10-26 22:52","...","79","57","2016-10-26 11:17","1.1","66","5.2","1","2016-10-26 16:09","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"27","1009.1","...","1011.5","2016-10-27 09:31","1007.3","2016-10-27 15:27","27.1","32.4","2016-10-27 13:09","24.1","2016-10-27 05:05","...","81","55","2016-10-27 13:08","1.1","320","5.4","350","2016-10-27 14:26","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"28","1007.9","...","1009.8","2016-10-28 09:15","1006.2","2016-10-28 15:32","26.8","31.8","2016-10-28 13:07","23.0","2016-10-28 05:56","...","79","56","2016-10-28 11:39","1.0","27","6.6","332","2016-10-28 14:17","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"29","1009.3","...","1011.5","2016-10-29 23:04","1007.2","2016-10-29 02:32","26.0","30.6","2016-10-29 13:29","22.7","2016-10-29 23:21","...","78","62","2016-10-29 13:29","2.1","2","9.9","342","2016-10-29 15:20","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"30","1010.8","...","1012.6","2016-10-30 09:06","1008.9","2016-10-30 15:24","24.9","30.9","2016-10-30 14:39","22.1","2016-10-30 06:33","...","72","54","2016-10-30 14:39","1.5","346","5.9","4","2016-10-30 15:52","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"31","1010.7","...","1013.0","2016-10-31 07:50","1008.1","2016-10-31 14:56","24.6","30.1","2016-10-31 13:40","21.3","2016-10-31 04:40","...","75","58","2016-10-31 13:10","1.5","345","6.9","279","2016-10-31 14:56","0.0","...","...","","...","","...","...","...","...","...","...","","..."
