"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1004.8","...","1006.1","2015-08-01 09:46","1003.0","2015-08-01 16:05","28.7","32.6","2015-08-01 13:54","25.1","2015-08-01 05:24","...","73","57","2015-08-01 13:55","1.6","78","6.5","285","2015-08-01 15:05","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1005.0","...","1006.7","2015-08-02 08:11","1003.0","2015-08-02 16:37","29.2","33.3","2015-08-02 13:43","26.0","2015-08-02 04:51","...","71","52","2015-08-02 13:40","1.4","66","7.0","325","2015-08-02 15:35","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1003.9","...","1005.5","2015-08-03 06:21","1002.1","2015-08-03 17:14","29.2","33.1","2015-08-03 14:12","25.7","2015-08-03 05:41","...","68","48","2015-08-03 16:07","1.4","291","7.2","328","2015-08-03 14:05","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1001.7","...","1003.6","2015-08-04 00:02","999.4","2015-08-04 16:26","29.0","34.0","2015-08-04 13:21","24.9","2015-08-04 05:40","...","67","43","2015-08-04 12:58","1.4","4","8.3","335","2015-08-04 13:59","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","999.7","...","1001.4","2015-08-05 07:19","997.4","2015-08-05 17:52","28.7","32.6","2015-08-05 12:40","24.7","2015-08-05 05:24","...","70","51","2015-08-05 14:52","1.7","327","7.7","300","2015-08-05 16:33","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","997.1","...","999.7","2015-08-07 00:00","994.6","2015-08-06 23:55","29.3","34.5","2015-08-06 13:18","25.3","2015-08-06 05:42","...","73","45","2015-08-06 13:10","1.7","103","9.7","360","2015-08-06 14:29","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","989.4","...","994.6","2015-08-08 00:00","979.4","2015-08-07 23:59","29.2","34.5","2015-08-07 12:33","26.2","2015-08-07 05:24","...","74","50","2015-08-07 12:32","3.2","3","15.2","360","2015-08-07 16:14","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","971.7","...","987.7","2015-08-08 23:12","955.3","2015-08-08 06:41","25.2","28.4","2015-08-08 00:46","22.6","2015-08-08 17:22","...","89","71","2015-08-08 01:58","9.3","174","32.3","194","2015-08-08 16:45","158.5","...","...","","...","","...","...","...","...","...","...","","..."
"09","993.7","...","998.5","2015-08-09 22:55","986.9","2015-08-09 01:12","26.5","30.3","2015-08-09 14:25","23.6","2015-08-09 09:24","...","83","69","2015-08-09 00:02","3.7","193","16.9","173","2015-08-09 00:01","31.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1000.2","...","1002.9","2015-08-10 22:54","997.7","2015-08-10 01:57","29.0","33.7","2015-08-10 13:47","23.8","2015-08-10 05:40","...","69","45","2015-08-10 12:01","3.2","199","12.7","208","2015-08-10 11:40","0.0","...","...","","...","","...","...","...","...","...","...","","..."
