"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1002.0","...","1003.7","2019-05-01 23:48","1000.0","2019-05-01 05:20","23.2","27.1","2019-05-02 00:00","20.5","2019-05-01 22:10","...","94","70","2019-05-02 00:00","1.8","146","8.9","163","2019-05-01 07:05","64.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1004.7","...","1006.7","2019-05-02 20:35","1002.0","2019-05-02 02:43","20.7","23.7","2019-05-02 11:19","19.3","2019-05-02 19:05","...","98","91","2019-05-02 11:21","1.0","316","5.0","296","2019-05-02 13:03","4.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1006.3","...","1008.1","2019-05-03 10:38","1004.6","2019-05-03 05:41","21.7","25.5","2019-05-03 15:38","19.0","2019-05-03 04:22","...","91","72","2019-05-03 17:39","0.7","302","5.0","344","2019-05-03 06:44","10.5","...","...","","...","","...","...","...","...","...","...","","..."
"04","1006.0","...","1007.3","2019-05-04 09:01","1004.5","2019-05-04 15:57","24.5","28.1","2019-05-04 14:24","21.5","2019-05-04 02:43","...","85","65","2019-05-04 15:16","2.0","156","9.0","211","2019-05-04 12:58","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1004.0","...","1006.4","2019-05-06 00:00","1001.0","2019-05-05 15:05","23.6","27.2","2019-05-05 14:33","21.0","2019-05-05 05:40","...","88","61","2019-05-05 11:07","0.9","78","4.6","306","2019-05-05 16:31","2.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1002.3","...","1003.7","2019-05-06 10:16","1000.7","2019-05-06 16:55","21.3","22.9","2019-05-06 13:44","18.9","2019-05-06 23:57","...","99","99","2019-05-06 22:38","1.4","353","5.6","330","2019-05-06 19:22","19.5","...","...","","...","","...","...","...","...","...","...","","..."
"07","1002.7","...","1004.2","2019-05-07 22:05","1000.9","2019-05-07 02:50","20.0","22.3","2019-05-07 14:11","18.7","2019-05-07 07:41","...","97","88","2019-05-07 17:10","1.4","333","6.0","332","2019-05-07 17:09","6.5","...","...","","...","","...","...","...","...","...","...","","..."
"08","1002.6","...","1004.3","2019-05-08 09:33","1000.7","2019-05-08 16:49","21.8","25.5","2019-05-08 14:51","19.0","2019-05-08 02:42","...","97","82","2019-05-08 14:54","1.2","3","5.8","332","2019-05-08 16:15","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"09","1001.5","...","1002.8","2019-05-09 00:01","999.5","2019-05-09 14:46","23.3","27.0","2019-05-09 13:40","21.1","2019-05-09 06:16","...","96","80","2019-05-09 13:40","1.1","336","5.4","326","2019-05-09 14:12","7.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1002.5","...","1003.9","2019-05-10 22:51","1001.1","2019-05-10 17:07","24.5","28.7","2019-05-10 10:41","21.8","2019-05-10 05:55","...","93","75","2019-05-10 15:56","1.2","1","6.1","300","2019-05-10 11:36","2.5","...","...","","...","","...","...","...","...","...","...","","..."
