"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","/","...","/","","/","","23.6","/","","/","","...","/","/","","0.7","270","/","/","","0.0","...","...","","...","","6.4","...","...","...","...","...","","..."
"02","/","...","/","","/","","24.8","/","","/","","...","/","/","","0.9","330","/","/","","0.0","...","...","","...","","8.1","...","...","...","...","...","","..."
"03","/","...","/","","/","","25.6","/","","/","","...","/","/","","0.8","310","/","/","","0.0","...","...","","...","","7.4","...","...","...","...","...","","..."
"04","/","...","/","","/","","26.3","/","","/","","...","/","/","","0.8","170","/","/","","0.0","...","...","","...","","8.0","...","...","...","...","...","","..."
"05","/","...","/","","/","","27.7","/","","/","","...","/","/","","1.3","230","/","/","","0.0","...","...","","...","","6.7","...","...","...","...","...","","..."
"06","/","...","/","","/","","27.3","/","","/","","...","/","/","","1.3","240","/","/","","0.0","...","...","","...","","0.0","...","...","...","...","...","","..."
"07","/","...","/","","/","","26.8","/","","/","","...","/","/","","1.0","330","/","/","","0.0","...","...","","...","","0.3","...","...","...","...","...","","..."
"08","/","...","/","","/","","27.0","/","","/","","...","/","/","","0.4","280","/","/","","0.0","...","...","","...","","1.0","...","...","...","...","...","","..."
"09","/","...","/","","/","","28.3","/","","/","","...","/","/","","1.3","250","/","/","","0.5","...","...","","...","","5.5","...","...","...","...","...","","..."
"10","/","...","/","","/","","27.6","/","","/","","...","/","/","","1.5","330","/","/","","0.0","...","...","","...","","7.0","...","...","...","...","...","","..."
"11","/","...","/","","/","","25.7","/","","/","","...","/","/","","1.5","330","/","/","","0.0","...","...","","...","","0.5","...","...","...","...","...","","..."
"12","/","...","/","","/","","26.7","/","","/","","...","/","/","","1.2","330","/","/","","0.0","...","...","","...","","5.8","...","...","...","...","...","","..."
"13","/","...","/","","/","","26.9","/","","/","","...","/","/","","1.1","330","/","/","","0.0","...","...","","...","","2.6","...","...","...","...","...","","..."
"14","/","...","/","","/","","25.3","/","","/","","...","/","/","","2.1","330","/","/","","0.0","...","...","","...","","2.4","...","...","...","...","...","","..."
"15","/","...","/","","/","","24.0","/","","/","","...","/","/","","1.3","320","/","/","","0.0","...","...","","...","","0.0","...","...","...","...","...","","..."
"16","/","...","/","","/","","24.9","/","","/","","...","/","/","","1.9","330","/","/","","0.0","...","...","","...","","6.4","...","...","...","...","...","","..."
"17","/","...","/","","/","","27.1","/","","/","","...","/","/","","0.9","290","/","/","","0.0","...","...","","...","","6.5","...","...","...","...","...","","..."
"18","/","...","/","","/","","27.9","/","","/","","...","/","/","","1.5","230","/","/","","0.0","...","...","","...","","9.4","...","...","...","...","...","","..."
"19","/","...","/","","/","","28.4","/","","/","","...","/","/","","1.5","240","/","/","","0.0","...","...","","...","","11.0","...","...","...","...","...","","..."
"20","/","...","/","","/","","28.3","/","","/","","...","/","/","","1.3","240","/","/","","0.0","...","...","","...","","1.3","...","...","...","...","...","","..."
"21","/","...","/","","/","","28.9","/","","/","","...","/","/","","1.2","130","/","/","","0.0","...","...","","...","","7.9","...","...","...","...","...","","..."
"22","/","...","/","","/","","29.2","/","","/","","...","/","/","","2.8","230","/","/","","0.0","...","...","","...","","6.6","...","...","...","...","...","","..."
"23","/","...","/","","/","","26.3","/","","/","","...","/","/","","3.7","150","/","/","","63.0","...","...","","...","","0.0","...","...","...","...","...","","..."
"24","/","...","/","","/","","26.8","/","","/","","...","/","/","","1.5","330","/","/","","0.0","...","...","","...","","7.1","...","...","...","...","...","","..."
"25","/","...","/","","/","","28.2","/","","/","","...","/","...","","1.2","330","/","/","","0.0","...","...","","...","","8.5","...","...","...","...","...","","..."
"26","/","...","/","","/","","28.6","/","","/","","...","/","...","","1.1","330","/","/","","0.0","...","...","","...","","2.1","...","...","...","...","...","","..."
"27","/","...","/","","/","","28.2","/","","/","","...","/","/","","0.8","330","/","/","","0.0","...","...","","...","","0.0","...","...","...","...","...","","..."
"28","/","...","/","","/","","27.8","/","","/","","...","/","/","","2.8","180","/","/","","4.5","...","...","","...","","0.8","...","...","...","...","...","","..."
"29","/","...","/","","/","","26.3","/","","/","","...","/","/","","1.1","220","/","/","","18.0","...","...","","...","","0.5","...","...","...","...","...","","..."
"30","/","...","/","","/","","25.3","/","","/","","...","/","/","","1.0","330","/","/","","7.5","...","...","","...","","0.0","...","...","...","...","...","","..."
"31","/","...","/","","/","","25.0","/","","/","","...","/","/","","1.4","330","/","/","","0.0","...","...","","...","","5.9","...","...","...","...","...","","..."
