"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1010.0","...","1011.4","2016-11-01 09:25","1008.4","2016-11-01 15:40","23.5","27.7","2016-11-01 11:49","21.0","2016-11-01 23:42","...","72","58","2016-11-01 16:00","1.7","32","7.4","350","2016-11-01 14:34","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1010.4","...","1012.0","2016-11-02 08:54","1008.7","2016-11-02 14:38","22.2","26.8","2016-11-02 12:54","19.6","2016-11-02 23:09","...","69","52","2016-11-02 13:04","2.7","351","8.5","345","2016-11-02 13:42","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1009.0","...","1011.3","2016-11-03 09:46","1006.9","2016-11-03 16:58","22.6","28.2","2016-11-03 14:08","19.7","2016-11-03 02:41","...","68","52","2016-11-03 14:09","1.2","2","4.2","299","2016-11-03 17:23","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1006.4","...","1008.4","2016-11-04 09:38","1004.1","2016-11-04 15:33","23.6","28.3","2016-11-04 11:37","19.5","2016-11-04 06:01","...","73","50","2016-11-04 11:38","1.0","357","5.5","307","2016-11-04 14:35","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1005.5","...","1006.8","2016-11-05 07:29","1003.8","2016-11-05 14:09","23.8","29.2","2016-11-05 12:26","19.6","2016-11-05 05:53","...","75","44","2016-11-05 10:53","1.1","308","6.7","288","2016-11-05 15:12","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1008.0","...","1009.8","2016-11-06 09:51","1006.1","2016-11-06 00:47","24.6","29.7","2016-11-06 12:38","19.9","2016-11-06 05:31","...","74","48","2016-11-06 12:25","1.0","71","6.3","300","2016-11-06 15:35","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1009.8","...","1011.3","2016-11-07 08:48","1008.0","2016-11-07 14:34","25.5","30.6","2016-11-07 12:16","21.9","2016-11-07 06:17","...","69","48","2016-11-07 10:08","1.2","130","6.4","294","2016-11-07 15:13","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1009.9","...","1011.4","2016-11-08 20:00","1007.7","2016-11-08 14:36","24.0","29.5","2016-11-08 12:33","20.3","2016-11-08 23:48","...","73","46","2016-11-08 12:30","2.5","349","11.1","345","2016-11-08 16:16","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1010.3","...","1012.2","2016-11-09 08:05","1007.9","2016-11-09 15:35","21.9","26.3","2016-11-09 15:07","19.4","2016-11-09 05:42","...","69","53","2016-11-09 14:26","2.1","318","7.3","346","2016-11-09 14:14","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1011.0","...","1013.5","2016-11-10 09:44","1009.8","2016-11-10 15:25","20.7","22.7","2016-11-10 14:23","18.8","2016-11-10 23:54","...","81","73","2016-11-10 00:30","1.9","15","7.4","3","2016-11-10 17:07","0.0","...","...","","...","","...","...","...","...","...","...","","..."
