"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1003.3","...","1005.6","2015-09-01 22:13","1002.1","2015-09-01 14:23","26.8","31.9","2015-09-01 10:52","23.1","2015-09-01 04:56","...","81","55","2015-09-01 11:26","1.4","245","6.7","234","2015-09-01 14:10","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1005.8","...","1007.7","2015-09-02 21:26","1004.0","2015-09-02 15:04","26.3","32.4","2015-09-02 13:36","22.7","2015-09-02 16:15","...","85","60","2015-09-02 12:23","1.4","71","13.6","85","2015-09-02 15:47","48.5","...","...","","...","","...","...","...","...","...","...","","..."
"03","1007.0","...","1008.6","2015-09-03 23:47","1005.5","2015-09-03 16:36","27.6","32.1","2015-09-03 14:47","23.3","2015-09-03 06:00","...","79","61","2015-09-03 14:42","1.1","100","5.3","277","2015-09-03 16:12","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1006.7","...","1008.5","2015-09-05 00:00","1004.9","2015-09-04 15:43","28.2","32.6","2015-09-04 12:45","24.7","2015-09-04 05:24","...","78","57","2015-09-04 11:27","1.2","327","6.4","295","2015-09-04 14:21","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1004.0","...","1006.3","2015-09-05 08:53","1002.1","2015-09-05 17:30","28.5","32.8","2015-09-05 13:58","25.3","2015-09-05 03:11","...","74","54","2015-09-05 13:41","1.6","25","7.3","251","2015-09-05 14:08","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1001.1","...","1003.0","2015-09-06 09:30","998.6","2015-09-06 16:39","28.8","32.6","2015-09-06 14:35","24.5","2015-09-06 04:51","...","75","60","2015-09-06 12:56","2.2","230","8.3","237","2015-09-06 15:20","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1000.3","...","1002.1","2015-09-07 22:47","998.5","2015-09-07 04:14","25.8","28.7","2015-09-07 10:22","23.9","2015-09-07 12:07","...","91","77","2015-09-07 10:25","1.6","88","10.5","203","2015-09-07 11:56","88.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1001.3","...","1003.5","2015-09-08 23:20","999.7","2015-09-08 15:31","27.0","31.6","2015-09-08 14:07","24.1","2015-09-08 06:01","...","82","61","2015-09-08 14:14","1.0","6","6.6","302","2015-09-08 15:47","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1003.9","...","1006.0","2015-09-09 23:55","1002.1","2015-09-09 15:53","27.5","31.6","2015-09-09 12:03","24.4","2015-09-09 05:24","...","75","57","2015-09-09 15:59","1.7","326","8.2","320","2015-09-09 13:03","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1004.8","...","1006.5","2015-09-10 09:28","1002.5","2015-09-10 16:06","26.7","31.1","2015-09-10 13:28","22.4","2015-09-10 05:25","...","73","51","2015-09-10 14:54","1.5","5","7.5","335","2015-09-10 15:29","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","1003.6","...","1004.9","2015-09-11 09:21","1001.5","2015-09-11 15:44","26.9","31.2","2015-09-11 12:59","23.0","2015-09-11 05:24","...","73","54","2015-09-11 13:10","1.3","328","6.0","314","2015-09-11 16:57","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"12","1004.2","...","1006.0","2015-09-12 22:24","1002.4","2015-09-12 15:50","27.7","32.3","2015-09-12 13:16","25.1","2015-09-12 23:58","...","70","50","2015-09-12 12:52","1.4","315","7.3","349","2015-09-12 16:22","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","1005.1","...","1007.0","2015-09-13 08:57","1002.8","2015-09-13 16:44","27.2","31.7","2015-09-13 12:09","22.8","2015-09-13 04:50","...","74","53","2015-09-13 12:06","1.6","72","6.9","347","2015-09-13 14:31","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","1004.8","...","1006.1","2015-09-14 08:18","1002.8","2015-09-14 15:43","27.8","32.3","2015-09-14 14:11","23.8","2015-09-14 04:47","...","74","54","2015-09-14 14:12","1.4","49","13.7","338","2015-09-14 10:07","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"15","1004.6","...","1006.3","2015-09-15 08:53","1002.8","2015-09-15 14:50","28.2","33.4","2015-09-15 12:22","24.5","2015-09-15 05:56","...","76","51","2015-09-15 13:50","1.2","81","8.0","323","2015-09-15 14:24","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","1004.9","...","1007.0","2015-09-16 23:13","1002.5","2015-09-16 15:09","28.0","32.8","2015-09-16 13:02","25.1","2015-09-16 05:51","...","78","56","2015-09-16 15:41","1.6","101","8.4","304","2015-09-16 14:27","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"17","1007.0","...","1008.5","2015-09-17 22:08","1005.2","2015-09-17 15:22","27.6","32.0","2015-09-17 12:41","24.1","2015-09-17 05:44","...","75","57","2015-09-17 13:01","1.4","3","7.5","324","2015-09-17 15:55","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"18","1007.0","...","1008.5","2015-09-18 08:40","1005.3","2015-09-18 14:46","26.5","31.4","2015-09-18 12:59","22.9","2015-09-18 05:57","...","73","41","2015-09-18 13:09","1.5","32","9.0","286","2015-09-18 15:08","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","1004.9","...","1006.4","2015-09-20 00:00","1002.8","2015-09-19 15:07","26.7","32.5","2015-09-19 13:35","22.5","2015-09-19 03:50","...","72","48","2015-09-19 14:09","1.5","79","8.8","352","2015-09-19 15:38","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","1002.9","...","1004.8","2015-09-20 00:17","1000.8","2015-09-20 15:54","27.3","31.5","2015-09-20 12:04","24.3","2015-09-20 05:40","...","72","54","2015-09-20 11:42","1.3","54","5.8","272","2015-09-20 15:03","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","1002.7","...","1004.2","2015-09-21 22:04","1001.2","2015-09-21 15:57","27.7","31.3","2015-09-21 11:16","24.5","2015-09-21 06:11","...","71","52","2015-09-21 11:16","1.3","318","7.7","338","2015-09-21 14:16","0.0","...","...","","...","","...","...","...","...","...","...","","..."
