"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1006.4","...","1008.4","2011-12-01 08:51","1004.6","2011-12-01 02:14","16.5","19.2","2011-12-02 00:00","14.6","2011-12-01 23:53","...","91","86","2011-12-01 11:24","0.6","183","4.8","137","2011-12-01 03:04","3.5","...","...","","...","","/","...","...","...","...","...","","..."
"02","1005.2","...","1006.9","2011-12-02 09:23","1003.8","2011-12-02 14:45","13.9","14.7","2011-12-02 04:23","12.6","2011-12-02 15:30","...","91","82","2011-12-02 21:17","0.4","46","4.2","150","2011-12-02 00:05","3.0","...","...","","...","","/","...","...","...","...","...","","..."
"03","1007.8","...","1010.6","2011-12-03 21:59","1005.5","2011-12-03 02:52","15.2","17.4","2011-12-03 13:11","12.7","2011-12-03 07:03","...","57","39","2011-12-03 13:26","2.0","107","9.1","101","2011-12-03 14:27","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"04","1007.7","...","1010.2","2011-12-05 00:00","1005.2","2011-12-04 14:20","18.3","21.1","2011-12-04 13:06","14.6","2011-12-04 02:16","...","51","41","2011-12-04 11:22","3.5","121","10.9","96","2011-12-04 04:29","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"05","1007.6","...","1009.6","2011-12-05 19:20","1005.8","2011-12-05 03:24","18.6","19.5","2011-12-05 02:01","17.5","2011-12-05 16:57","...","89","64","2011-12-06 00:00","2.0","122","9.6","101","2011-12-05 03:00","27.0","...","...","","...","","/","...","...","...","...","...","","..."
"06","1006.4","...","1009.6","2011-12-06 10:01","1003.6","2011-12-06 14:58","21.2","24.5","2011-12-06 13:47","19.0","2011-12-06 04:38","...","91","70","2011-12-06 13:49","3.2","121","9.6","101","2011-12-06 03:00","25.0","...","...","","...","","/","...","...","...","...","...","","..."
"07","1004.8","...","1006.1","2011-12-07 08:16","1003.1","2011-12-07 13:52","22.4","28.0","2011-12-07 11:32","19.8","2011-12-07 21:21","...","89","55","2011-12-07 11:34","0.9","249","9.1","83","2011-12-07 00:44","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"08","1009.1","...","1012.4","2011-12-08 23:08","1005.5","2011-12-08 03:04","17.0","20.3","2011-12-08 00:14","14.1","2011-12-08 23:59","...","91","86","2011-12-08 14:27","0.6","103","5.4","122","2011-12-08 22:15","1.5","...","...","","...","","/","...","...","...","...","...","","..."
"09","1012.9","...","1015.2","2011-12-09 09:20","1011.2","2011-12-09 14:31","13.1","14.2","2011-12-09 00:31","11.9","2011-12-09 06:35","...","93","86","2011-12-09 19:02","0.9","73","7.7","88","2011-12-09 19:29","20.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1012.4","...","1014.0","2011-12-10 22:00","1010.7","2011-12-10 14:18","13.5","16.6","2011-12-10 11:09","12.0","2011-12-10 23:57","...","91","80","2011-12-10 23:23","0.8","110","6.8","91","2011-12-10 10:44","4.0","...","...","","...","","...","...","...","...","...","...","","..."
