"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","999.9","...","1002.2","2011-05-01 21:04","998.1","2011-05-01 02:17","25.3","29.0","2011-05-01 10:53","23.2","2011-05-01 06:07","...","79","58","2011-05-01 10:46","0.5","103","6.4","306","2011-05-01 11:07","1.0","...","...","","...","","/","...","...","...","...","...","","..."
"02","999.6","...","1001.5","2011-05-02 10:07","997.9","2011-05-02 23:56","22.7","24.6","2011-05-02 09:01","21.5","2011-05-02 17:46","...","91","86","2011-05-02 14:30","0.4","290","3.7","279","2011-05-02 14:43","1.0","...","...","","...","","/","...","...","...","...","...","","..."
"03","1000.3","...","1003.8","2011-05-03 20:39","997.3","2011-05-03 03:26","21.5","24.7","2011-05-03 11:21","18.5","2011-05-03 20:49","...","88","79","2011-05-03 11:24","0.5","103","6.5","113","2011-05-03 22:56","0.5","...","...","","...","","/","...","...","...","...","...","","..."
"04","1000.3","...","1002.7","2011-05-04 00:01","999.2","2011-05-04 17:19","21.2","24.5","2011-05-04 13:31","18.8","2011-05-04 02:17","...","84","65","2011-05-04 10:07","1.3","121","7.4","97","2011-05-04 00:37","6.5","...","...","","...","","/","...","...","...","...","...","","..."
"05","1000.4","...","1001.7","2011-05-05 22:48","999.0","2011-05-05 14:49","22.5","26.6","2011-05-05 13:27","20.2","2011-05-05 06:11","...","89","67","2011-05-05 13:21","0.3","101","3.0","270","2011-05-05 15:30","1.5","...","...","","...","","/","...","...","...","...","...","","..."
"06","999.0","...","1000.7","2011-05-06 10:15","997.6","2011-05-06 23:24","23.1","26.2","2011-05-06 16:14","21.3","2011-05-06 05:42","...","90","76","2011-05-06 16:19","0.4","110","3.8","221","2011-05-06 16:21","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"07","998.7","...","1000.4","2011-05-07 23:46","997.6","2011-05-07 04:00","25.3","30.6","2011-05-07 14:33","22.3","2011-05-07 04:02","...","78","45","2011-05-07 14:35","0.3","87","4.2","262","2011-05-07 15:46","0.5","...","...","","...","","/","...","...","...","...","...","","..."
"08","998.8","...","1000.4","2011-05-08 00:03","997.2","2011-05-08 16:47","26.9","31.9","2011-05-08 13:28","23.3","2011-05-08 04:16","...","66","41","2011-05-08 13:27","0.8","96","5.5","269","2011-05-08 12:58","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"09","996.5","...","998.5","2011-05-09 07:26","994.6","2011-05-09 15:58","27.1","32.8","2011-05-09 11:22","22.8","2011-05-09 04:54","...","64","38","2011-05-09 11:16","0.8","74","5.2","273","2011-05-09 14:46","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"10","994.9","...","996.9","2011-05-10 07:25","993.1","2011-05-10 16:38","28.2","32.9","2011-05-10 15:57","23.4","2011-05-10 05:43","...","59","34","2011-05-10 11:22","0.7","126","4.4","299","2011-05-10 12:11","0.0","...","...","","...","","/","...","...","...","...","...","","..."
