"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1001.5","...","1003.2","2014-11-01 08:25","999.1","2014-11-01 14:25","25.6","31.7","2014-11-01 13:02","21.6","2014-11-01 04:57","...","76","51","2014-11-01 13:04","0.8","294","7.3","280","2014-11-01 15:19","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1004.7","...","1008.1","2014-11-02 22:33","1001.4","2014-11-02 02:30","22.1","24.6","2014-11-02 01:26","19.3","2014-11-02 23:55","...","87","77","2014-11-02 23:37","0.2","280","4.7","299","2014-11-02 19:48","6.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1007.3","...","1008.7","2014-11-03 08:20","1006.0","2014-11-03 14:12","20.1","21.7","2014-11-03 11:42","18.8","2014-11-03 23:51","...","65","57","2014-11-03 11:36","0.4","269","6.6","261","2014-11-03 21:35","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1006.6","...","1008.4","2014-11-04 08:57","1005.5","2014-11-04 15:25","20.5","23.2","2014-11-04 13:40","18.6","2014-11-04 01:41","...","64","55","2014-11-04 10:50","0.8","279","7.1","280","2014-11-04 15:04","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1006.2","...","1008.2","2014-11-05 08:41","1004.1","2014-11-05 15:02","21.4","27.6","2014-11-05 14:08","18.3","2014-11-05 05:44","...","62","45","2014-11-05 13:44","0.8","285","6.0","284","2014-11-05 08:51","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1006.8","...","1008.9","2014-11-06 21:01","1004.7","2014-11-06 03:51","21.8","26.7","2014-11-06 11:10","18.3","2014-11-06 06:06","...","68","50","2014-11-06 11:11","0.7","289","6.5","283","2014-11-06 14:14","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1007.7","...","1009.9","2014-11-07 08:39","1006.0","2014-11-07 23:58","22.0","24.8","2014-11-07 10:32","20.7","2014-11-07 05:54","...","65","55","2014-11-07 10:32","1.7","274","10.5","294","2014-11-07 14:49","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1006.0","...","1008.0","2014-11-08 22:09","1004.5","2014-11-08 14:39","23.8","27.9","2014-11-08 12:11","21.6","2014-11-08 23:53","...","72","54","2014-11-08 12:19","0.8","289","7.3","282","2014-11-08 00:40","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1007.7","...","1009.6","2014-11-09 08:35","1006.6","2014-11-09 15:45","21.0","22.3","2014-11-09 08:13","20.0","2014-11-09 19:18","...","91","85","2014-11-09 20:54","0.2","272","6.2","261","2014-11-09 20:54","12.5","...","...","","...","","...","...","...","...","...","...","","..."
"10","1006.3","...","1008.3","2014-11-10 09:12","1004.5","2014-11-10 14:17","21.8","24.7","2014-11-10 12:42","20.0","2014-11-10 23:57","...","73","60","2014-11-10 15:07","1.5","280","10.6","223","2014-11-10 11:22","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","1005.2","...","1006.5","2014-11-11 07:50","1003.2","2014-11-11 14:21","22.0","26.5","2014-11-11 14:30","19.6","2014-11-11 05:30","...","71","56","2014-11-11 14:31","1.2","288","8.0","296","2014-11-11 09:18","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"12","1007.2","...","1009.3","2014-11-12 23:14","1005.4","2014-11-12 04:09","20.1","22.3","2014-11-12 10:28","18.3","2014-11-12 23:56","...","84","74","2014-11-12 10:10","0.4","284","5.9","279","2014-11-12 11:16","2.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","1010.1","...","1012.5","2014-11-13 08:37","1008.4","2014-11-13 15:00","17.5","18.7","2014-11-13 00:30","16.5","2014-11-13 09:21","...","85","74","2014-11-13 15:14","1.1","281","8.2","270","2014-11-13 16:14","12.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","1009.8","...","1011.3","2014-11-14 21:29","1007.8","2014-11-14 04:07","18.8","20.9","2014-11-14 11:06","17.4","2014-11-14 01:16","...","77","68","2014-11-14 10:33","1.6","287","9.6","245","2014-11-14 23:58","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"15","1008.6","...","1011.4","2014-11-15 07:47","1005.8","2014-11-15 15:48","20.3","22.4","2014-11-15 11:04","18.4","2014-11-15 08:21","...","81","72","2014-11-15 02:59","1.7","283","9.2","285","2014-11-15 13:29","2.5","...","...","","...","","...","...","...","...","...","...","","..."
"16","1006.3","...","1008.5","2014-11-16 07:43","1003.4","2014-11-16 14:12","21.7","26.4","2014-11-16 14:10","18.0","2014-11-16 06:10","...","85","65","2014-11-16 13:32","0.4","283","6.7","282","2014-11-16 15:14","1.5","...","...","","...","","...","...","...","...","...","...","","..."
"17","1008.8","...","1012.2","2014-11-17 22:37","1006.1","2014-11-17 01:39","18.6","20.3","2014-11-17 00:30","16.2","2014-11-17 22:35","...","92","86","2014-11-17 23:41","0.1","286","4.6","314","2014-11-17 21:58","23.0","...","...","","...","","...","...","...","...","...","...","","..."
"18","1011.5","...","1012.6","2014-11-18 08:15","1010.1","2014-11-18 13:10","17.7","20.0","2014-11-18 12:05","16.0","2014-11-18 02:15","...","80","65","2014-11-18 12:51","0.7","282","6.0","270","2014-11-18 11:45","1.5","...","...","","...","","...","...","...","...","...","...","","..."
"19","1009.0","...","1011.6","2014-11-20 00:00","1006.4","2014-11-19 14:32","19.7","22.2","2014-11-19 11:37","17.5","2014-11-19 01:43","...","72","59","2014-11-19 11:38","1.2","285","9.2","266","2014-11-19 12:29","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","1006.4","...","1008.4","2014-11-20 00:01","1004.5","2014-11-20 15:09","21.4","26.6","2014-11-20 14:05","17.8","2014-11-20 06:10","...","79","57","2014-11-20 14:19","1.1","293","9.1","277","2014-11-20 13:16","0.0","...","...","","...","","...","...","...","...","...","...","","..."
