"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1000.4","...","1001.8","2015-08-01 09:41","998.8","2015-08-01 16:44","29.8","34.7","2015-08-01 12:23","26.3","2015-08-01 04:36","...","67","49","2015-08-01 16:14","0.3","106","3.9","103","2015-08-01 12:23","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1000.5","...","1002.5","2015-08-02 07:55","998.8","2015-08-02 17:25","30.2","35.3","2015-08-02 14:20","26.8","2015-08-02 01:41","...","63","42","2015-08-02 15:58","0.2","97","4.6","127","2015-08-02 15:07","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","999.5","...","1001.4","2015-08-03 07:33","998.0","2015-08-03 15:43","29.9","34.3","2015-08-03 14:24","26.3","2015-08-03 05:47","...","65","49","2015-08-03 15:38","0.2","103","5.6","68","2015-08-03 14:32","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","997.3","...","999.0","2015-08-04 06:33","995.5","2015-08-04 17:18","30.0","34.8","2015-08-04 14:04","26.9","2015-08-04 04:57","...","67","48","2015-08-04 11:41","0.2","131","4.8","102","2015-08-04 13:00","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","995.5","...","996.9","2015-08-05 08:19","994.0","2015-08-05 18:20","28.4","32.9","2015-08-05 12:53","23.9","2015-08-05 15:29","...","75","59","2015-08-05 13:03","0.4","117","6.1","299","2015-08-05 23:09","13.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","994.1","...","995.3","2015-08-06 08:19","992.8","2015-08-06 16:33","29.6","36.1","2015-08-06 14:01","24.4","2015-08-06 05:17","...","72","47","2015-08-06 12:20","0.4","307","8.8","327","2015-08-06 15:28","18.5","...","...","","...","","...","...","...","...","...","...","","..."
"07","988.5","...","993.3","2015-08-07 00:04","979.6","2015-08-07 23:36","28.3","32.8","2015-08-07 12:22","26.3","2015-08-07 21:53","...","83","65","2015-08-07 12:25","0.6","297","11.6","296","2015-08-07 20:59","11.5","...","...","","...","","...","...","...","...","...","...","","..."
"08","969.3","...","982.4","2015-08-08 23:55","961.2","2015-08-08 08:36","26.9","30.2","2015-08-08 15:18","23.6","2015-08-08 07:26","...","85","64","2015-08-08 19:04","2.6","308","19.4","281","2015-08-08 06:37","147.5","...","...","","...","","...","...","...","...","...","...","","..."
"09","989.3","...","994.0","2015-08-09 23:17","982.0","2015-08-09 02:12","27.7","32.0","2015-08-09 10:48","25.4","2015-08-09 02:05","...","83","65","2015-08-09 10:48","0.1","95","4.2","84","2015-08-09 12:57","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","995.7","...","998.3","2015-08-10 23:25","993.3","2015-08-10 01:50","29.4","35.0","2015-08-10 13:09","25.6","2015-08-10 05:18","...","76","56","2015-08-10 13:11","0.2","89","4.3","86","2015-08-10 12:10","0.0","...","...","","...","","...","...","...","...","...","...","","..."
