"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1011.8","...","1014.8","2019-02-01 10:00","1008.9","2019-02-01 23:57","14.4","15.6","2019-02-01 23:57","13.0","2019-02-01 12:02","...","75","70","2019-02-01 02:30","1.0","118","7.6","120","2019-02-01 17:11","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1006.7","...","1009.1","2019-02-02 00:12","1004.7","2019-02-02 15:16","17.7","24.8","2019-02-02 13:29","13.8","2019-02-02 04:31","...","77","51","2019-02-02 13:19","0.2","107","4.8","117","2019-02-02 00:09","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1006.0","...","1007.7","2019-02-03 09:02","1004.7","2019-02-03 14:58","20.2","26.6","2019-02-03 11:37","15.1","2019-02-03 03:36","...","77","50","2019-02-03 11:44","0.2","82","4.3","239","2019-02-03 14:22","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1008.3","...","1011.2","2019-02-04 09:42","1006.3","2019-02-04 02:47","17.7","20.4","2019-02-04 00:40","16.0","2019-02-04 08:01","...","83","73","2019-02-04 13:45","0.5","112","6.2","92","2019-02-04 15:31","3.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1005.2","...","1007.5","2019-02-05 08:18","1002.3","2019-02-05 14:15","16.9","20.7","2019-02-05 13:41","15.3","2019-02-05 18:21","...","88","69","2019-02-05 13:42","0.3","266","3.7","261","2019-02-05 15:18","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1002.9","...","1006.0","2019-02-07 00:00","1000.1","2019-02-06 14:44","19.4","26.1","2019-02-06 11:57","15.6","2019-02-06 04:41","...","81","51","2019-02-06 12:00","0.3","271","3.4","278","2019-02-06 12:38","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1003.7","...","1006.3","2019-02-07 22:44","1000.7","2019-02-07 14:06","21.6","29.8","2019-02-07 14:14","16.9","2019-02-07 23:22","...","72","25","2019-02-07 13:52","0.4","112","7.2","292","2019-02-07 12:11","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1006.4","...","1009.0","2019-02-08 08:45","1004.4","2019-02-08 15:26","16.2","17.8","2019-02-08 13:14","15.1","2019-02-08 04:01","...","83","72","2019-02-08 12:04","0.3","135","4.1","105","2019-02-08 12:17","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"09","1008.7","...","1011.3","2019-02-09 21:06","1005.6","2019-02-09 02:22","15.7","17.1","2019-02-09 09:44","14.3","2019-02-09 23:42","...","87","81","2019-02-09 09:41","0.2","121","4.8","104","2019-02-09 23:48","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1011.3","...","1013.3","2019-02-10 22:31","1009.4","2019-02-10 02:57","16.4","19.7","2019-02-10 13:43","14.4","2019-02-10 00:11","...","83","72","2019-02-10 13:11","0.4","116","5.1","119","2019-02-10 09:40","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","1013.6","...","1015.1","2019-02-11 09:24","1011.9","2019-02-12 00:00","16.2","18.8","2019-02-11 13:45","14.0","2019-02-11 05:41","...","82","67","2019-02-11 11:12","1.1","116","7.4","90","2019-02-11 22:27","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"12","1011.3","...","1013.6","2019-02-12 09:07","1008.9","2019-02-12 14:55","19.8","26.8","2019-02-12 14:19","15.8","2019-02-12 00:02","...","83","60","2019-02-12 14:20","1.1","115","8.0","105","2019-02-12 04:36","0.0","...","...","","...","","...","...","...","...","...","...","","..."
