"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","998.1","...","999.5","2012-09-01 21:06","996.7","2012-09-01 15:41","27.1","32.5","2012-09-01 11:49","23.9","2012-09-01 05:32","...","76","54","2012-09-01 11:50","0.4","308","4.8","259","2012-09-01 12:40","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"02","997.7","...","999.0","2012-09-02 09:19","995.7","2012-09-02 16:36","27.9","32.4","2012-09-02 11:39","24.3","2012-09-02 05:07","...","69","51","2012-09-02 11:40","0.7","299","5.3","277","2012-09-02 13:02","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","998.3","...","1000.3","2012-09-03 22:03","996.8","2012-09-03 03:10","26.8","31.3","2012-09-03 12:46","23.6","2012-09-03 17:24","...","76","55","2012-09-03 11:20","0.5","104","4.3","258","2012-09-03 16:04","14.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1000.0","...","1001.7","2012-09-04 23:22","998.2","2012-09-04 15:24","28.5","33.6","2012-09-04 11:18","23.9","2012-09-04 05:10","...","68","49","2012-09-04 16:56","0.9","62","4.7","136","2012-09-04 17:32","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1001.1","...","1002.1","2012-09-05 21:31","1000.1","2012-09-05 13:04","29.8","34.9","2012-09-05 11:00","25.9","2012-09-05 05:44","...","63","46","2012-09-05 11:03","1.7","111","7.6","103","2012-09-05 18:30","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1002.1","...","1003.7","2012-09-06 07:50","1000.3","2012-09-06 14:52","29.8","33.4","2012-09-06 11:49","26.9","2012-09-06 06:05","...","65","52","2012-09-06 11:54","1.2","119","7.9","136","2012-09-06 23:16","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1001.9","...","1003.4","2012-09-07 09:19","1000.5","2012-09-07 15:30","29.2","33.0","2012-09-07 12:23","26.6","2012-09-07 05:15","...","71","55","2012-09-07 11:14","0.7","101","6.2","96","2012-09-07 00:26","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1000.7","...","1002.4","2012-09-08 00:01","998.5","2012-09-08 14:59","29.6","34.2","2012-09-08 15:09","26.2","2012-09-08 05:59","...","68","51","2012-09-08 11:12","0.8","110","4.7","273","2012-09-08 13:32","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","999.6","...","1001.1","2012-09-09 08:39","997.9","2012-09-09 15:43","29.2","33.8","2012-09-09 12:14","26.2","2012-09-09 05:51","...","69","51","2012-09-09 12:14","0.7","112","4.6","259","2012-09-09 14:37","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","999.1","...","1000.7","2012-09-10 09:01","997.5","2012-09-10 16:02","29.7","34.5","2012-09-10 14:30","26.5","2012-09-10 03:43","...","65","46","2012-09-10 14:30","1.1","115","6.1","104","2012-09-10 22:44","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","998.9","...","1000.7","2012-09-11 09:45","997.6","2012-09-11 16:26","29.1","32.8","2012-09-11 13:05","26.3","2012-09-11 06:01","...","66","55","2012-09-11 13:09","1.0","120","5.3","116","2012-09-11 01:51","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"12","998.0","...","999.3","2012-09-12 08:44","996.2","2012-09-12 15:04","28.9","32.7","2012-09-12 12:23","25.5","2012-09-12 05:31","...","68","52","2012-09-12 14:40","0.5","92","4.6","267","2012-09-12 11:41","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","997.1","...","998.7","2012-09-13 08:18","994.9","2012-09-13 16:14","28.9","32.6","2012-09-13 13:17","26.4","2012-09-13 05:48","...","71","57","2012-09-13 13:18","0.6","87","4.5","81","2012-09-13 19:58","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","997.9","...","999.7","2012-09-14 21:17","996.5","2012-09-14 03:18","25.9","29.9","2012-09-14 09:37","23.4","2012-09-14 21:48","...","82","62","2012-09-14 07:50","0.7","162","6.8","107","2012-09-14 10:50","31.5","...","...","","...","","...","...","...","...","...","...","","..."
"15","998.3","...","999.8","2012-09-15 21:16","996.7","2012-09-15 03:03","23.7","25.0","2012-09-15 07:29","22.4","2012-09-15 23:59","...","89","81","2012-09-15 18:25","0.5","141","5.7","142","2012-09-15 09:33","21.5","...","...","","...","","...","...","...","...","...","...","","..."
"16","999.2","...","1000.5","2012-09-16 22:25","998.0","2012-09-16 14:46","23.2","26.0","2012-09-16 14:12","21.5","2012-09-16 23:52","...","78","64","2012-09-16 14:12","0.3","297","3.0","245","2012-09-16 10:17","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"17","1000.0","...","1001.5","2012-09-17 09:09","998.5","2012-09-17 14:43","24.3","29.3","2012-09-17 13:32","20.6","2012-09-17 04:45","...","66","41","2012-09-17 11:09","0.8","114","5.4","321","2012-09-17 14:55","0.0","...","...","","...","","...","...","...","...","...","...","","..."
