"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","999.0","...","1000.6","2018-10-01 09:02","997.4","2018-10-01 14:51","25.4","33.2","2018-10-01 14:01","20.3","2018-10-01 01:11","...","66","35","2018-10-01 14:02","1.5","273","6.0","1","2018-10-01 14:16","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1000.0","...","1002.1","2018-10-02 08:52","998.4","2018-10-02 14:41","24.2","31.9","2018-10-02 13:45","19.4","2018-10-02 01:51","...","65","41","2018-10-02 14:33","1.6","356","9.2","352","2018-10-02 16:18","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","999.3","...","1001.6","2018-10-03 09:16","996.9","2018-10-03 15:01","24.0","31.8","2018-10-03 13:03","17.7","2018-10-03 05:42","...","61","35","2018-10-03 12:34","2.0","350","10.4","325","2018-10-03 15:22","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","996.8","...","999.3","2018-10-04 07:37","995.0","2018-10-04 18:47","23.6","28.8","2018-10-04 11:44","20.8","2018-10-04 04:17","...","68","51","2018-10-04 10:31","3.6","1","13.7","354","2018-10-04 14:14","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","996.2","...","999.0","2018-10-05 22:02","994.3","2018-10-05 03:23","24.5","30.9","2018-10-05 13:03","19.7","2018-10-05 06:13","...","66","45","2018-10-05 12:41","1.8","331","7.8","345","2018-10-05 01:22","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","999.4","...","1000.8","2018-10-06 09:41","998.0","2018-10-06 00:52","25.8","32.7","2018-10-06 13:52","20.2","2018-10-06 05:02","...","73","47","2018-10-06 12:12","1.2","270","5.6","327","2018-10-06 14:10","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1000.1","...","1002.2","2018-10-07 09:04","998.1","2018-10-07 14:06","26.1","33.3","2018-10-07 13:03","21.1","2018-10-07 06:02","...","74","47","2018-10-07 13:03","1.4","277","7.1","349","2018-10-07 13:17","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","999.7","...","1001.6","2018-10-08 08:43","997.5","2018-10-08 15:03","25.7","33.1","2018-10-08 11:45","20.6","2018-10-08 05:35","...","77","52","2018-10-08 10:41","1.4","273","6.5","324","2018-10-08 15:38","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","999.2","...","1000.6","2018-10-09 08:08","996.9","2018-10-09 14:32","25.8","32.4","2018-10-09 13:01","21.4","2018-10-09 04:24","...","80","57","2018-10-09 13:31","1.3","214","5.7","326","2018-10-09 13:54","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","999.8","...","1001.6","2018-10-10 23:43","997.5","2018-10-10 14:12","25.7","32.4","2018-10-10 13:52","22.3","2018-10-10 23:04","...","77","48","2018-10-10 13:52","1.3","63","7.1","355","2018-10-10 18:00","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","1001.7","...","1003.5","2018-10-11 21:56","1000.0","2018-10-11 14:02","23.0","27.5","2018-10-11 10:41","20.1","2018-10-11 23:52","...","76","62","2018-10-11 10:41","2.4","353","8.1","331","2018-10-11 16:22","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"12","1003.3","...","1004.9","2018-10-12 09:55","1002.2","2018-10-12 03:35","21.6","26.7","2018-10-12 12:21","19.0","2018-10-12 22:06","...","82","65","2018-10-12 12:15","1.6","344","5.9","360","2018-10-12 16:43","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","1002.7","...","1004.6","2018-10-13 09:37","1000.9","2018-10-13 14:28","23.5","31.2","2018-10-13 13:23","18.9","2018-10-13 01:51","...","82","51","2018-10-13 14:21","1.1","275","4.5","300","2018-10-13 14:05","1.5","...","...","","...","","...","...","...","...","...","...","","..."
"14","1001.1","...","1003.1","2018-10-14 09:01","999.7","2018-10-14 14:12","25.5","32.7","2018-10-14 12:11","20.6","2018-10-14 04:37","...","76","46","2018-10-14 12:17","1.3","273","5.5","346","2018-10-14 15:29","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"15","1000.1","...","1001.9","2018-10-15 09:11","998.1","2018-10-15 14:31","25.8","32.4","2018-10-15 12:36","21.4","2018-10-15 04:15","...","79","53","2018-10-15 12:22","1.5","335","6.3","331","2018-10-15 13:21","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","999.0","...","1000.6","2018-10-16 06:45","996.8","2018-10-16 14:11","25.4","32.2","2018-10-16 12:51","22.1","2018-10-16 22:22","...","81","56","2018-10-16 12:46","1.6","8","7.0","1","2018-10-16 17:16","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"17","998.3","...","999.9","2018-10-17 20:51","996.8","2018-10-17 12:34","22.6","28.6","2018-10-17 10:14","19.8","2018-10-17 22:23","...","83","62","2018-10-17 11:52","1.8","343","7.8","360","2018-10-17 14:11","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"18","1000.0","...","1001.6","2018-10-18 21:48","998.4","2018-10-18 02:04","23.9","31.3","2018-10-18 12:42","19.6","2018-10-18 05:02","...","75","53","2018-10-18 12:51","1.5","335","6.2","13","2018-10-18 14:46","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","1003.0","...","1005.0","2018-10-19 21:49","1000.9","2018-10-19 01:41","22.9","29.6","2018-10-19 13:33","18.4","2018-10-19 23:53","...","82","59","2018-10-19 13:51","1.4","342","6.4","360","2018-10-19 15:58","2.5","...","...","","...","","...","...","...","...","...","...","","..."
"20","1004.5","...","1006.9","2018-10-20 08:57","1002.2","2018-10-20 14:51","22.8","30.6","2018-10-20 14:22","17.9","2018-10-20 03:47","...","78","54","2018-10-20 14:01","1.2","275","5.6","309","2018-10-20 15:07","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","1003.2","...","1005.6","2018-10-21 09:01","1001.5","2018-10-21 13:51","23.5","31.7","2018-10-21 13:12","17.8","2018-10-21 04:52","...","75","49","2018-10-21 13:43","1.4","262","6.8","335","2018-10-21 16:30","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"22","1002.0","...","1004.1","2018-10-22 09:38","999.7","2018-10-22 14:53","24.1","31.1","2018-10-22 12:41","19.4","2018-10-22 03:01","...","78","51","2018-10-22 12:08","1.3","262","6.4","2","2018-10-22 16:17","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"23","1002.5","...","1004.3","2018-10-23 08:37","1000.8","2018-10-23 15:01","24.5","31.3","2018-10-23 12:43","20.5","2018-10-23 05:01","...","77","53","2018-10-23 12:41","1.7","2","6.7","36","2018-10-23 10:20","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"24","1002.5","...","1004.4","2018-10-24 09:03","1000.9","2018-10-24 14:33","23.9","30.1","2018-10-24 11:12","19.3","2018-10-24 05:31","...","79","52","2018-10-24 13:06","1.3","300","4.7","351","2018-10-24 14:55","0.0","...","...","","...","","...","...","...","...","...","...","","..."
