"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1002.4","...","1003.8","2017-12-01 20:21","1000.8","2017-12-01 14:02","21.1","27.5","2017-12-01 13:41","18.2","2017-12-01 23:55","...","74","53","2017-12-01 13:42","2.5","347","8.3","354","2017-12-01 14:58","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1002.7","...","1004.9","2017-12-02 08:33","1000.9","2017-12-02 14:05","20.5","27.4","2017-12-02 13:44","18.0","2017-12-02 01:51","...","81","59","2017-12-02 13:51","1.7","342","7.1","360","2017-12-02 14:52","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1001.8","...","1004.3","2017-12-03 09:24","999.3","2017-12-03 15:02","21.1","27.8","2017-12-03 12:21","17.8","2017-12-03 01:52","...","81","60","2017-12-03 12:26","2.1","356","7.6","49","2017-12-03 10:43","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1002.2","...","1004.0","2017-12-04 09:07","1000.2","2017-12-04 15:11","19.5","25.3","2017-12-04 11:33","15.6","2017-12-04 23:45","...","73","51","2017-12-04 13:07","2.7","357","11.7","346","2017-12-04 12:40","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1004.2","...","1007.1","2017-12-05 08:04","1002.5","2017-12-05 00:01","16.9","22.3","2017-12-05 13:05","12.6","2017-12-05 23:21","...","70","52","2017-12-05 13:09","2.2","355","9.1","354","2017-12-05 12:37","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1004.0","...","1005.4","2017-12-06 19:53","1002.4","2017-12-06 01:12","15.7","22.2","2017-12-06 11:34","11.7","2017-12-06 02:59","...","84","56","2017-12-06 11:41","1.1","278","6.1","333","2017-12-06 12:52","1.5","...","...","","...","","...","...","...","...","...","...","","..."
"07","1003.0","...","1004.9","2017-12-07 06:32","1000.9","2017-12-07 14:41","17.3","23.2","2017-12-07 14:01","15.0","2017-12-07 04:44","...","90","65","2017-12-07 14:06","1.8","351","8.6","360","2017-12-07 15:44","4.5","...","...","","...","","...","...","...","...","...","...","","..."
"08","1004.3","...","1005.6","2017-12-08 08:51","1002.5","2017-12-08 13:33","13.8","15.8","2017-12-08 10:01","11.2","2017-12-08 21:05","...","82","64","2017-12-08 13:42","3.1","3","11.4","335","2017-12-08 13:24","2.5","...","...","","...","","...","...","...","...","...","...","","..."
"09","1003.8","...","1005.7","2017-12-09 10:21","1002.1","2017-12-09 16:21","13.4","17.5","2017-12-09 15:14","11.2","2017-12-09 00:11","...","94","85","2017-12-09 15:16","1.0","1","3.7","350","2017-12-09 00:02","5.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1003.2","...","1005.0","2017-12-10 09:11","1001.6","2017-12-10 13:43","16.2","23.9","2017-12-10 11:51","10.9","2017-12-10 00:51","...","88","59","2017-12-10 11:51","1.3","158","6.6","2","2017-12-10 12:40","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","1002.7","...","1004.4","2017-12-11 09:06","1000.6","2017-12-11 13:41","16.7","24.3","2017-12-11 13:31","10.9","2017-12-11 06:21","...","77","48","2017-12-11 12:45","1.6","5","8.1","360","2017-12-11 12:26","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"12","1003.9","...","1006.6","2017-12-12 10:21","1002.2","2017-12-12 04:04","16.6","19.3","2017-12-12 13:43","14.7","2017-12-12 00:22","...","88","73","2017-12-12 09:31","1.1","9","5.7","8","2017-12-12 21:01","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"13","1002.9","...","1004.6","2017-12-13 10:11","1001.3","2017-12-13 14:53","18.3","24.4","2017-12-13 11:21","14.5","2017-12-13 06:01","...","84","60","2017-12-13 11:21","1.1","326","4.9","308","2017-12-13 15:17","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","1003.5","...","1005.4","2017-12-14 09:49","1002.1","2017-12-14 15:01","19.1","26.7","2017-12-14 12:51","13.8","2017-12-14 04:51","...","81","53","2017-12-14 12:53","1.2","272","5.2","306","2017-12-14 12:15","0.0","...","...","","...","","...","...","...","...","...","...","","..."
