"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","/","...","/","","/","","26.2","/","","/","","...","/","/","","0.2","300","/","/","","0.0","...","...","","...","","6.7","...","...","...","...","...","","..."
"02","/","...","/","","/","","23.6","/","","/","","...","/","/","","0.8","20","/","/","","1.5","...","...","","...","","0.0","...","...","...","...","...","","..."
"03","/","...","/","","/","","23.0","/","","/","","...","/","/","","0.2","10","/","/","","3.0","...","...","","...","","0.0","...","...","...","...","...","","..."
"04","/","...","/","","/","","25.0","/","","/","","...","/","/","","0.7","20","/","/","","0.0","...","...","","...","","0.7","...","...","...","...","...","","..."
"05","/","...","/","","/","","24.9","/","","/","","...","/","/","","0.4","20","/","/","","0.0","...","...","","...","","0.5","...","...","...","...","...","","..."
"06","/","...","/","","/","","25.7","/","","/","","...","/","/","","0.3","10","/","/","","0.0","...","...","","...","","7.2","...","...","...","...","...","","..."
"07","/","...","/","","/","","26.0","/","","/","","...","/","/","","0.2","10","/","/","","0.0","...","...","","...","","7.1","...","...","...","...","...","","..."
"08","/","...","/","","/","","26.7","/","","/","","...","/","/","","0.4","240","/","/","","0.0","...","...","","...","","5.6","...","...","...","...","...","","..."
"09","/","...","/","","/","","27.7","/","","/","","...","/","/","","0.4","280","/","/","","0.0","...","...","","...","","1.3","...","...","...","...","...","","..."
"10","/","...","/","","/","","27.5","/","","/","","...","/","/","","0.5","180","/","/","","9.0","...","...","","...","","0.1","...","...","...","...","...","","..."
"11","/","...","/","","/","","25.7","/","","/","","...","/","/","","0.2","180","/","/","","24.5","...","...","","...","","0.0","...","...","...","...","...","","..."
"12","/","...","/","","/","","26.2","/","","/","","...","/","/","","0.1","180","/","/","","82.5","...","...","","...","","0.0","...","...","...","...","...","","..."
"13","/","...","/","","/","","25.7","/","","/","","...","/","/","","0.6","180","/","/","","54.5","...","...","","...","","0.2","...","...","...","...","...","","..."
"14","/","...","/","","/","","25.9","/","","/","","...","/","/","","0.5","190","/","/","","64.5","...","...","","...","","0.0","...","...","...","...","...","","..."
"15","/","...","/","","/","","26.8","/","","/","","...","/","/","","0.4","190","/","/","","7.0","...","...","","...","","0.0","...","...","...","...","...","","..."
"16","/","...","/","","/","","28.3","/","","/","","...","/","/","","0.7","230","/","/","","0.0","...","...","","...","","3.3","...","...","...","...","...","","..."
"17","/","...","/","","/","","29.7","/","","/","","...","/","/","","1.0","190","/","/","","0.0","...","...","","...","","2.1","...","...","...","...","...","","..."
"18","/","...","/","","/","","29.8","/","","/","","...","/","/","","1.1","270","/","/","","0.0","...","...","","...","","4.8","...","...","...","...","...","","..."
"19","/","...","/","","/","","29.8","/","","/","","...","/","/","","0.8","250","/","/","","0.0","...","...","","...","","7.4","...","...","...","...","...","","..."
"20","/","...","/","","/","","29.6","/","","/","","...","/","/","","0.8","260","/","/","","0.0","...","...","","...","","2.4","...","...","...","...","...","","..."
"21","/","...","/","","/","","29.4","/","","/","","...","/","/","","0.9","280","/","/","","3.0","...","...","","...","","7.4","...","...","...","...","...","","..."
"22","/","...","/","","/","","29.4","/","","/","","...","/","/","","0.5","290","/","/","","1.5","...","...","","...","","6.2","...","...","...","...","...","","..."
"23","/","...","/","","/","","28.7","/","","/","","...","/","/","","0.5","210","/","/","","0.0","...","...","","...","","1.4","...","...","...","...","...","","..."
"24","/","...","/","","/","","27.5","/","","/","","...","/","/","","0.5","220","/","/","","20.0","...","...","","...","","1.3","...","...","...","...","...","","..."
"25","/","...","/","","/","","25.4","/","","/","","...","/","/","","0.4","190","/","/","","43.0","...","...","","...","","0.0","...","...","...","...","...","","..."
"26","/","...","/","","/","","28.5","/","","/","","...","/","/","","0.7","230","/","/","","0.0","...","...","","...","","1.4","...","...","...","...","...","","..."
"27","/","...","/","","/","","28.5","/","","/","","...","/","/","","0.7","280","/","/","","74.5","...","...","","...","","7.0","...","...","...","...","...","","..."
"28","/","...","/","","/","","28.0","/","","/","","...","/","/","","0.5","280","/","/","","28.0","...","...","","...","","4.7","...","...","...","...","...","","..."
"29","/","...","/","","/","","29.0","/","","/","","...","/","/","","0.3","290","/","/","","10.0","...","...","","...","","5.8","...","...","...","...","...","","..."
"30","/","...","/","","/","","29.6","/","","/","","...","/","/","","0.3","280","/","/","","0.0","...","...","","...","","6.1","...","...","...","...","...","","..."
