"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1007.0","...","1008.7","2016-12-01 09:32","1005.0","2016-12-01 14:36","20.2","25.5","2016-12-01 12:11","16.7","2016-12-01 22:29","...","84","65","2016-12-01 12:23","2.5","346","9.3","350","2016-12-01 15:12","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1007.3","...","1009.1","2016-12-02 09:04","1005.6","2016-12-02 14:31","20.5","27.7","2016-12-02 12:47","16.8","2016-12-02 04:32","...","78","55","2016-12-02 13:31","1.9","352","6.9","1","2016-12-02 15:24","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1005.9","...","1008.4","2016-12-03 09:28","1004.1","2016-12-03 14:51","21.2","28.5","2016-12-03 13:58","17.0","2016-12-03 02:01","...","83","54","2016-12-03 13:11","1.4","334","6.0","337","2016-12-03 15:05","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1003.7","...","1005.6","2016-12-04 09:21","1001.3","2016-12-04 14:25","22.7","29.8","2016-12-04 12:31","18.4","2016-12-04 04:21","...","84","55","2016-12-04 13:11","1.3","327","5.9","338","2016-12-04 14:25","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1003.7","...","1006.5","2016-12-05 21:44","1001.6","2016-12-05 13:18","22.5","30.1","2016-12-05 13:22","19.0","2016-12-05 05:53","...","83","59","2016-12-05 11:44","1.5","350","8.3","332","2016-12-05 23:55","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1005.0","...","1006.8","2016-12-06 08:31","1003.1","2016-12-06 14:04","19.4","23.1","2016-12-06 12:00","17.4","2016-12-06 20:14","...","69","56","2016-12-06 12:04","2.6","359","9.8","342","2016-12-06 01:17","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1003.8","...","1005.7","2016-12-07 00:02","1001.6","2016-12-07 14:42","19.4","24.3","2016-12-07 11:41","16.8","2016-12-07 06:14","...","79","63","2016-12-07 11:47","1.5","311","5.5","351","2016-12-07 20:03","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1001.3","...","1003.2","2016-12-08 09:12","998.9","2016-12-08 13:55","19.8","27.0","2016-12-08 12:33","16.2","2016-12-08 06:41","...","81","54","2016-12-08 13:13","1.7","334","6.9","341","2016-12-08 14:05","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1000.0","...","1002.1","2016-12-09 09:57","997.8","2016-12-09 15:01","20.2","28.0","2016-12-09 13:41","16.0","2016-12-09 06:11","...","82","50","2016-12-09 13:11","1.1","256","6.1","334","2016-12-09 16:05","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1001.5","...","1003.8","2016-12-10 09:11","999.7","2016-12-10 15:01","20.7","28.5","2016-12-10 14:11","15.6","2016-12-10 05:01","...","80","51","2016-12-10 14:11","1.2","282","4.3","338","2016-12-10 12:02","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","1002.0","...","1004.1","2016-12-11 08:28","1000.0","2016-12-11 15:52","20.5","27.6","2016-12-11 12:36","16.5","2016-12-11 06:23","...","80","54","2016-12-11 14:41","1.2","279","4.5","270","2016-12-11 12:28","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"12","1002.4","...","1004.6","2016-12-12 09:33","1000.9","2016-12-12 14:11","20.7","26.8","2016-12-12 14:03","16.9","2016-12-12 06:21","...","78","52","2016-12-12 15:41","1.5","3","5.6","15","2016-12-12 12:35","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","1001.3","...","1002.8","2016-12-13 09:08","999.0","2016-12-13 14:24","20.8","30.5","2016-12-13 13:04","15.3","2016-12-13 05:15","...","74","34","2016-12-13 12:31","1.3","281","7.3","341","2016-12-13 14:15","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","1003.7","...","1006.3","2016-12-14 23:41","1001.6","2016-12-14 14:31","18.4","25.6","2016-12-14 12:33","14.7","2016-12-14 06:21","...","77","53","2016-12-14 12:54","2.3","348","10.2","360","2016-12-14 13:30","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"15","1007.3","...","1010.0","2016-12-15 21:34","1005.0","2016-12-15 02:23","15.6","21.5","2016-12-15 12:11","12.6","2016-12-15 23:31","...","72","53","2016-12-15 12:27","3.0","357","11.8","353","2016-12-15 16:54","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","1009.3","...","1010.9","2016-12-16 09:21","1007.3","2016-12-16 15:04","14.6","18.4","2016-12-16 10:21","12.0","2016-12-16 06:13","...","66","53","2016-12-16 10:18","2.3","2","7.5","335","2016-12-16 04:21","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"17","1008.7","...","1010.7","2016-12-17 08:32","1006.6","2016-12-17 14:25","17.5","25.2","2016-12-17 12:54","12.4","2016-12-17 00:41","...","71","47","2016-12-17 12:54","1.1","9","4.9","339","2016-12-17 14:39","0.0","...","...","","...","","...","...","...","...","...","...","","..."
