"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","/","...","/","","/","","22.0","/","","/","","...","/","/","","0.2","10","/","/","","0.0","...","...","","...","","7.8","...","...","...","...","...","","..."
"02","/","...","/","","/","","18.2","/","","/","","...","/","/","","0.2","20","/","/","","0.0","...","...","","...","","0.0","...","...","...","...","...","","..."
"03","/","...","/","","/","","18.5","/","","/","","...","/","/","","0.4","20","/","/","","0.0","...","...","","...","","8.2","...","...","...","...","...","","..."
"04","/","...","/","","/","","18.8","/","","/","","...","/","/","","0.4","20","/","/","","0.0","...","...","","...","","8.1","...","...","...","...","...","","..."
"05","/","...","/","","/","","18.5","/","","/","","...","/","/","","0.4","20","/","/","","0.0","...","...","","...","","5.7","...","...","...","...","...","","..."
"06","/","...","/","","/","","18.3","/","","/","","...","/","/","","0.3","20","/","/","","5.0","...","...","","...","","2.1","...","...","...","...","...","","..."
"07","/","...","/","","/","","19.5","/","","/","","...","/","/","","0.3","20","/","/","","2.5","...","...","","...","","0.9","...","...","...","...","...","","..."
"08","/","...","/","","/","","21.1","/","","/","","...","/","/","","0.0","280","/","/","","0.0","...","...","","...","","6.5","...","...","...","...","...","","..."
"09","/","...","/","","/","","21.4","/","","/","","...","/","/","","0.1","210","/","/","","0.0","...","...","","...","","6.0","...","...","...","...","...","","..."
"10","/","...","/","","/","","24.3","/","","/","","...","/","/","","0.4","250","/","/","","0.0","...","...","","...","","8.2","...","...","...","...","...","","..."
"11","/","...","/","","/","","26.1","/","","/","","...","/","/","","0.6","240","/","/","","0.0","...","...","","...","","8.7","...","...","...","...","...","","..."
"12","/","...","/","","/","","15.5","/","","/","","...","/","/","","0.9","30","/","/","","2.0","...","...","","...","","0.0","...","...","...","...","...","","..."
"13","/","...","/","","/","","13.1","/","","/","","...","/","/","","0.3","30","/","/","","3.0","...","...","","...","","0.0","...","...","...","...","...","","..."
"14","/","...","/","","/","","17.5","/","","/","","...","/","/","","0.3","20","/","/","","0.0","...","...","","...","","6.3","...","...","...","...","...","","..."
"15","/","...","/","","/","","17.0","/","","/","","...","/","/","","0.7","20","/","/","","1.0","...","...","","...","","3.7","...","...","...","...","...","","..."
"16","/","...","/","","/","","13.0","/","","/","","...","/","/","","0.7","30","/","/","","10.0","...","...","","...","","0.0","...","...","...","...","...","","..."
"17","/","...","/","","/","","12.4","/","","/","","...","/","/","","0.8","20","/","/","","15.0","...","...","","...","","0.0","...","...","...","...","...","","..."
"18","/","...","/","","/","","13.7","/","","/","","...","/","/","","2.9","20","/","/","","14.0","...","...","","...","","0.7","...","...","...","...","...","","..."
"19","/","...","/","","/","","15.1","/","","/","","...","/","...","","/","/","/","/","","33.5","...","...","","...","","0.7","...","...","...","...","...","","..."
"20","/","...","/","","/","","16.7","/","","/","","...","/","/","","1.9","20","/","/","","0.0","...","...","","...","","6.7","...","...","...","...","...","","..."
"21","/","...","/","","/","","16.4","/","","/","","...","/","/","","0.1","30","/","/","","0.0","...","...","","...","","4.0","...","...","...","...","...","","..."
"22","/","...","/","","/","","15.9","/","","/","","...","/","/","","0.2","20","/","/","","0.5","...","...","","...","","0.8","...","...","...","...","...","","..."
"23","/","...","/","","/","","18.6","/","","/","","...","/","/","","0.1","250","/","/","","0.0","...","...","","...","","9.0","...","...","...","...","...","","..."
"24","/","...","/","","/","","21.1","/","","/","","...","/","/","","0.3","270","/","/","","0.0","...","...","","...","","8.8","...","...","...","...","...","","..."
"25","/","...","/","","/","","23.7","/","","/","","...","/","/","","1.3","260","/","/","","0.0","...","...","","...","","1.5","...","...","...","...","...","","..."
"26","/","...","/","","/","","26.6","/","","/","","...","/","/","","2.1","210","/","/","","0.0","...","...","","...","","8.4","...","...","...","...","...","","..."
"27","/","...","/","","/","","25.1","/","","/","","...","/","/","","0.3","260","/","/","","0.0","...","...","","...","","5.1","...","...","...","...","...","","..."
"28","/","...","/","","/","","24.8","/","","/","","...","/","/","","0.2","60","/","/","","0.0","...","...","","...","","7.9","...","...","...","...","...","","..."
