"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","/","...","/","","/","","28.6","/","","/","","...","/","/","","0.2","290","/","/","","0.0","...","...","","...","","7.1","...","...","...","...","...","","..."
"02","/","...","/","","/","","28.3","/","","/","","...","/","/","","0.3","240","/","/","","1.0","...","...","","...","","7.0","...","...","...","...","...","","..."
"03","/","...","/","","/","","28.0","/","","/","","...","/","/","","0.2","20","/","/","","0.0","...","...","","...","","7.0","...","...","...","...","...","","..."
"04","/","...","/","","/","","26.1","/","","/","","...","/","/","","0.6","10","/","/","","0.0","...","...","","...","","7.6","...","...","...","...","...","","..."
"05","/","...","/","","/","","25.0","/","","/","","...","/","/","","0.1","30","/","/","","0.0","...","...","","...","","0.0","...","...","...","...","...","","..."
"06","/","...","/","","/","","25.8","/","","/","","...","/","/","","0.1","280","/","/","","0.0","...","...","","...","","1.6","...","...","...","...","...","","..."
"07","/","...","/","","/","","27.2","/","","/","","...","/","/","","0.3","30","/","/","","0.0","...","...","","...","","7.5","...","...","...","...","...","","..."
"08","/","...","/","","/","","26.3","/","","/","","...","/","/","","0.5","10","/","/","","0.0","...","...","","...","","1.3","...","...","...","...","...","","..."
"09","/","...","/","","/","","26.9","/","","/","","...","/","/","","0.2","70","/","/","","0.0","...","...","","...","","6.3","...","...","...","...","...","","..."
"10","/","...","/","","/","","28.0","/","","/","","...","/","/","","0.2","280","/","/","","0.0","...","...","","...","","5.4","...","...","...","...","...","","..."
"11","/","...","/","","/","","28.1","/","","/","","...","/","/","","0.3","350","/","/","","0.0","...","...","","...","","7.9","...","...","...","...","...","","..."
"12","/","...","/","","/","","28.1","/","","/","","...","/","/","","0.3","320","/","/","","0.0","...","...","","...","","8.9","...","...","...","...","...","","..."
"13","/","...","/","","/","","28.2","/","","/","","...","/","/","","0.3","10","/","/","","0.0","...","...","","...","","6.0","...","...","...","...","...","","..."
"14","/","...","/","","/","","28.2","/","","/","","...","/","/","","0.3","260","/","/","","0.0","...","...","","...","","7.9","...","...","...","...","...","","..."
"15","/","...","/","","/","","25.9","/","","/","","...","/","/","","0.6","10","/","/","","0.0","...","...","","...","","6.2","...","...","...","...","...","","..."
"16","/","...","/","","/","","26.6","/","","/","","...","/","/","","0.2","290","/","/","","0.0","...","...","","...","","9.2","...","...","...","...","...","","..."
"17","/","...","/","","/","","27.5","/","","/","","...","/","/","","0.2","40","/","/","","0.0","...","...","","...","","6.8","...","...","...","...","...","","..."
"18","/","...","/","","/","","26.8","/","","/","","...","/","/","","0.3","190","/","/","","0.0","...","...","","...","","7.9","...","...","...","...","...","","..."
"19","/","...","/","","/","","26.6","/","","/","","...","/","/","","0.3","30","/","/","","0.0","...","...","","...","","2.9","...","...","...","...","...","","..."
"20","/","...","/","","/","","26.7","/","","/","","...","/","/","","1.0","10","/","/","","0.0","...","...","","...","","3.7","...","...","...","...","...","","..."
"21","/","...","/","","/","","25.0","/","","/","","...","/","/","","1.1","20","/","/","","0.5","...","...","","...","","0.9","...","...","...","...","...","","..."
"22","/","...","/","","/","","25.5","/","","/","","...","/","/","","0.4","10","/","/","","0.5","...","...","","...","","1.2","...","...","...","...","...","","..."
"23","/","...","/","","/","","26.3","/","","/","","...","/","/","","0.2","270","/","/","","0.0","...","...","","...","","1.7","...","...","...","...","...","","..."
"24","/","...","/","","/","","26.7","/","","/","","...","/","/","","0.5","230","/","/","","0.0","...","...","","...","","4.5","...","...","...","...","...","","..."
"25","/","...","/","","/","","26.1","/","","/","","...","/","/","","0.6","20","/","/","","0.0","...","...","","...","","8.1","...","...","...","...","...","","..."
"26","/","...","/","","/","","22.9","/","","/","","...","/","/","","1.8","20","/","/","","0.0","...","...","","...","","9.2","...","...","...","...","...","","..."
"27","/","...","/","","/","","20.4","/","","/","","...","/","/","","2.1","20","/","/","","0.0","...","...","","...","","4.0","...","...","...","...","...","","..."
"28","/","...","/","","/","","19.6","/","","/","","...","/","/","","1.9","20","/","/","","0.0","...","...","","...","","7.5","...","...","...","...","...","","..."
"29","/","...","/","","/","","19.9","/","","/","","...","/","/","","0.9","10","/","/","","0.0","...","...","","...","","7.7","...","...","...","...","...","","..."
"30","/","...","/","","/","","20.3","/","","/","","...","/","/","","1.2","20","/","/","","0.0","...","...","","...","","9.0","...","...","...","...","...","","..."
"31","/","...","/","","/","","20.6","/","","/","","...","/","/","","0.8","20","/","/","","0.0","...","...","","...","","9.7","...","...","...","...","...","","..."
