"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","/","...","/","","/","","21.3","/","","/","","...","/","/","","0.2","340","/","/","","0.0","...","...","","...","","7.9","...","...","...","...","...","","..."
"02","/","...","/","","/","","22.0","/","","/","","...","/","/","","0.2","30","/","/","","0.0","...","...","","...","","4.7","...","...","...","...","...","","..."
"03","/","...","/","","/","","21.7","/","","/","","...","/","/","","0.3","20","/","/","","0.0","...","...","","...","","6.3","...","...","...","...","...","","..."
"04","/","...","/","","/","","20.9","/","","/","","...","/","/","","0.1","10","/","/","","0.0","...","...","","...","","4.5","...","...","...","...","...","","..."
"05","/","...","/","","/","","22.3","/","","/","","...","/","/","","0.2","20","/","/","","0.0","...","...","","...","","6.1","...","...","...","...","...","","..."
"06","/","...","/","","/","","22.7","/","","/","","...","/","/","","0.9","20","/","/","","0.0","...","...","","...","","8.0","...","...","...","...","...","","..."
"07","/","...","/","","/","","17.7","/","","/","","...","/","/","","1.3","20","/","/","","0.0","...","...","","...","","6.3","...","...","...","...","...","","..."
"08","/","...","/","","/","","14.9","/","","/","","...","/","/","","0.3","10","/","/","","0.0","...","...","","...","","6.4","...","...","...","...","...","","..."
"09","/","...","/","","/","","15.4","/","","/","","...","/","/","","0.2","20","/","/","","0.0","...","...","","...","","8.2","...","...","...","...","...","","..."
"10","/","...","/","","/","","17.1","/","","/","","...","/","/","","0.1","10","/","/","","0.0","...","...","","...","","3.9","...","...","...","...","...","","..."
"11","/","...","/","","/","","19.2","/","","/","","...","/","/","","0.3","10","/","/","","0.0","...","...","","...","","2.5","...","...","...","...","...","","..."
"12","/","...","/","","/","","19.4","/","","/","","...","/","/","","0.1","240","/","/","","0.0","...","...","","...","","8.5","...","...","...","...","...","","..."
"13","/","...","/","","/","","21.5","/","","/","","...","/","/","","0.0","230","/","/","","0.0","...","...","","...","","2.1","...","...","...","...","...","","..."
"14","/","...","/","","/","","21.5","/","","/","","...","/","/","","0.7","20","/","/","","0.0","...","...","","...","","2.0","...","...","...","...","...","","..."
"15","/","...","/","","/","","19.7","/","","/","","...","/","/","","0.2","10","/","/","","1.5","...","...","","...","","0.0","...","...","...","...","...","","..."
"16","/","...","/","","/","","11.0","/","","/","","...","/","/","","2.0","20","/","/","","21.5","...","...","","...","","0.0","...","...","...","...","...","","..."
"17","/","...","/","","/","","11.9","/","","/","","...","/","/","","1.0","20","/","/","","0.0","...","...","","...","","7.0","...","...","...","...","...","","..."
"18","/","...","/","","/","","13.7","/","","/","","...","/","/","","0.2","230","/","/","","0.0","...","...","","...","","8.6","...","...","...","...","...","","..."
"19","/","...","/","","/","","17.6","/","","/","","...","/","/","","0.2","30","/","/","","0.0","...","...","","...","","8.5","...","...","...","...","...","","..."
"20","/","...","/","","/","","18.2","/","","/","","...","/","/","","0.1","320","/","/","","0.0","...","...","","...","","8.6","...","...","...","...","...","","..."
"21","/","...","/","","/","","18.4","/","","/","","...","/","/","","0.4","20","/","/","","0.0","...","...","","...","","7.1","...","...","...","...","...","","..."
"22","/","...","/","","/","","18.7","/","","/","","...","/","/","","0.4","10","/","/","","0.0","...","...","","...","","7.4","...","...","...","...","...","","..."
"23","/","...","/","","/","","18.7","/","","/","","...","/","/","","0.1","280","/","/","","0.0","...","...","","...","","6.4","...","...","...","...","...","","..."
"24","/","...","/","","/","","19.1","/","","/","","...","/","/","","0.3","20","/","/","","0.0","...","...","","...","","7.3","...","...","...","...","...","","..."
"25","/","...","/","","/","","17.0","/","","/","","...","/","/","","0.5","30","/","/","","0.0","...","...","","...","","0.4","...","...","...","...","...","","..."
"26","/","...","/","","/","","12.6","/","","/","","...","/","/","","1.7","20","/","/","","0.0","...","...","","...","","3.8","...","...","...","...","...","","..."
"27","/","...","/","","/","","13.3","/","","/","","...","/","/","","0.1","150","/","/","","0.0","...","...","","...","","8.5","...","...","...","...","...","","..."
"28","/","...","/","","/","","14.6","/","","/","","...","/","/","","0.2","20","/","/","","0.0","...","...","","...","","8.7","...","...","...","...","...","","..."
"29","/","...","/","","/","","16.6","/","","/","","...","/","/","","0.1","260","/","/","","0.0","...","...","","...","","8.5","...","...","...","...","...","","..."
"30","/","...","/","","/","","16.9","/","","/","","...","/","/","","1.0","20","/","/","","0.0","...","...","","...","","8.6","...","...","...","...","...","","..."
"31","/","...","/","","/","","13.8","/","","/","","...","/","/","","1.1","20","/","/","","0.0","...","...","","...","","8.6","...","...","...","...","...","","..."
