"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","/","...","/","","/","","25.7","/","","/","","...","/","/","","1.5","150","/","/","","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"02","/","...","/","","/","","23.5","/","","/","","...","/","/","","2.6","20","/","/","","0.5","...","...","","...","","/","...","...","...","...","...","","..."
"03","/","...","/","","/","","24.0","/","","/","","...","/","/","","2.8","350","/","/","","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"04","/","...","/","","/","","23.3","/","","/","","...","/","/","","3.8","20","/","/","","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"05","/","...","/","","/","","23.6","/","","/","","...","/","/","","2.5","20","/","/","","0.5","...","...","","...","","/","...","...","...","...","...","","..."
"06","/","...","/","","/","","24.8","/","","/","","...","/","/","","1.2","280","/","/","","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"07","/","...","/","","/","","25.3","/","","/","","...","/","/","","1.1","300","/","/","","0.0","...","...","","...","","0.9","...","...","...","...","...","","..."
"08","/","...","/","","/","","26.8","/","","/","","...","/","/","","1.8","20","/","/","","0.0","...","...","","...","","9.7","...","...","...","...","...","","..."
"09","/","...","/","","/","","26.2","/","","/","","...","/","/","","1.8","350","/","/","","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"10","/","...","/","","/","","27.7","/","","/","","...","/","/","","1.4","340","/","/","","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"11","/","...","/","","/","","28.0","/","","/","","...","/","/","","4.1","190","/","/","","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"12","/","...","/","","/","","28.6","/","","/","","...","/","/","","3.6","250","/","/","","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"13","/","...","/","","/","","26.3","/","","/","","...","/","/","","3.1","20","/","/","","0.0","...","...","","...","","/","...","...","...","...","...","","..."
"14","/","...","/","","/","","24.0","/","","/","","...","/","/","","3.0","30","/","/","","1.0","...","...","","...","","/","...","...","...","...","...","","..."
"15","/","...","/","","/","","23.5","/","","/","","...","/","/","","2.9","30","/","/","","0.5","...","...","","...","","/","...","...","...","...","...","","..."
"16","/","...","/","","/","","23.2","/","","/","","...","/","/","","3.5","30","/","/","","4.5","...","...","","...","","/","...","...","...","...","...","","..."
"17","/","...","/","","/","","21.8","/","","/","","...","/","/","","2.9","30","/","/","","5.0","...","...","","...","","/","...","...","...","...","...","","..."
"18","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"30","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"31","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
