"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1015.1","1026.7","1017.2","2018-02-01 09:56","1012.3","2018-02-01 16:41","6.6","7.7","2018-02-01 21:00","5.4","2018-02-01 01:10","1.1","69","54","2018-02-01 11:48","5.2","60","14.1","60","2018-02-01 16:36","0.2","0.5","0.1","2018-02-01 00:01","0.2","2018-02-01 00:01","0.4","3.7","9.21","19.2","0.8","3","2018-02-01 12:00","9.8"
"02","1016.9","1028.4","1019.6","2018-02-02 22:35","1014.8","2018-02-02 00:43","7.3","8.3","2018-02-02 11:19","6.0","2018-02-02 21:24","2.6","72","62","2018-02-02 04:08","4.0","30","12.8","350","2018-02-02 19:52","1.3","5.5","0.2","2018-02-02 18:55","0.5","2018-02-02 18:05","0.0","0.0","1.64","15.3","-0.7","1","2018-02-02 12:00","10.0"
"03","1018.8","1030.4","1020.2","2018-02-03 10:00","1017.2","2018-02-03 14:42","5.9","7.0","2018-02-03 02:22","5.2","2018-02-03 12:27","-0.9","62","53","2018-02-03 05:25","4.6","50","13.1","40","2018-02-03 11:52","0.0","0.0","0.0","","0.0","","0.0","0.0","1.42","7.8","1.8","1","2018-02-03 11:00","10.0"
"04","1019.1","1030.8","1020.4","2018-02-04 09:17","1017.8","2018-02-04 05:00","4.2","5.4","2018-02-04 00:01","3.3","2018-02-04 10:42","-2.0","64","55","2018-02-04 11:26","5.0","50","13.6","40","2018-02-04 07:38","0.0","0.0","0.0","","0.0","","0.0","0.0","4.29","12.2","1.4","2","2018-02-04 13:00","10.0"
"05","1018.8","1030.4","1021.2","2018-02-05 09:25","1015.8","2018-02-05 15:18","5.1","7.9","2018-02-05 13:07","4.2","2018-02-05 00:51","-2.7","57","48","2018-02-05 13:06","4.2","40","11.9","10","2018-02-05 07:53","0.0","0.0","0.0","","0.0","","4.3","39.2","11.66","15.5","2.0","5","2018-02-05 14:00","8.0"
"06","1017.3","1028.9","1019.6","2018-02-06 00:35","1015.0","2018-02-06 15:21","6.3","10.0","2018-02-06 12:32","3.5","2018-02-06 06:29","-1.6","58","43","2018-02-06 11:10","4.0","20","10.9","80","2018-02-06 14:59","0.0","0.0","0.0","","0.0","","10.0","90.9","17.82","18.8","2.8","5","2018-02-06 13:00","3.0"
"07","1013.7","1025.2","1016.4","2018-02-07 00:04","1011.5","2018-02-07 15:32","7.4","11.6","2018-02-07 11:46","5.2","2018-02-07 05:44","2.8","73","60","2018-02-07 11:25","4.1","10","14.0","350","2018-02-07 02:38","0.0","0.0","0.0","","0.0","","2.5","22.7","11.61","12.2","1.2","5","2018-02-07 12:00","6.8"
"08","1012.0","1023.4","1014.1","2018-02-08 00:22","1010.0","2018-02-08 15:59","8.9","11.6","2018-02-08 12:28","7.2","2018-02-08 05:44","3.3","69","55","2018-02-08 14:45","4.0","40","11.9","30","2018-02-08 12:10","0.0","0.0","0.0","","0.0","","6.2","56.1","15.23","14.2","3.0","5","2018-02-08 13:00","6.5"
"09","1008.6","1020.0","1010.6","2018-02-09 00:21","1006.3","2018-02-09 14:47","9.8","11.3","2018-02-09 11:43","8.8","2018-02-09 00:04","5.8","77","67","2018-02-09 04:04","3.2","360","12.2","10","2018-02-09 02:51","0.0","0.0","0.0","","0.0","","0.0","0.0","1.82","9.3","0.2","...","","10.0"
"10","1010.6","1022.0","1015.1","2018-02-10 23:45","1007.9","2018-02-10 01:41","9.7","10.6","2018-02-10 08:17","8.5","2018-02-10 23:56","7.1","84","72","2018-02-10 18:53","3.8","60","12.9","40","2018-02-10 22:32","0.0","0.0","0.0","","0.0","","0.0","0.0","2.10","9.0","1.2","...","","10.0"
