"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1001.7","1012.6","1006.9","2010-04-01 23:56","997.8","2010-04-01 16:06","19.4","24.6","2010-04-01 14:39","13.0","2010-04-01 23:58","16.2","82","66","2010-04-01 11:39","6.5","210","22.3","210","2010-04-01 16:09","0.0","0.0","0.0","","0.0","","9.7","78.6","16.62","6.8","-3.1","6","2010-04-01 13:00","3.3"
"02","1010.4","1021.7","1013.7","2010-04-02 22:01","1005.9","2010-04-02 01:23","10.7","13.1","2010-04-02 00:34","8.4","2010-04-02 18:19","9.2","91","78","2010-04-02 11:14","5.7","60","17.9","70","2010-04-02 01:22","6.1","12.5","1.5","2010-04-02 16:33","4.0","2010-04-02 16:03","0.0","0.0","1.43","5.3","-0.9","1","2010-04-02 14:00","10.0"
"03","1011.8","1023.1","1014.1","2010-04-03 09:51","1009.7","2010-04-03 15:21","10.3","11.8","2010-04-03 12:38","8.6","2010-04-03 01:03","8.2","87","71","2010-04-03 03:22","4.7","10","14.4","360","2010-04-03 13:05","11.5","10.5","1.0","2010-04-03 15:15","3.0","2010-04-03 19:15","0.0","0.0","0.96","10.0","-0.2","2","2010-04-03 13:00","10.0"
"04","1006.0","1017.3","1010.3","2010-04-04 00:05","1003.0","2010-04-04 17:17","11.6","13.3","2010-04-04 14:24","10.0","2010-04-04 00:01","11.0","96","92","2010-04-04 10:45","1.5","360","8.6","360","2010-04-04 03:45","24.8","11.5","2.0","2010-04-04 09:53","6.5","2010-04-04 09:39","0.0","0.0","1.54","7.0","-0.2","1","2010-04-04 15:00","10.0"
"05","1003.9","1015.0","1005.4","2010-04-05 10:21","1002.5","2010-04-05 16:25","13.9","17.1","2010-04-05 15:17","11.5","2010-04-05 02:44","12.7","93","85","2010-04-05 13:40","1.4","80","5.5","30","2010-04-05 21:27","0.0","0.0","0.0","","0.0","","1.2","9.6","9.27","13.2","/","4","2010-04-05 12:00","9.0"
"06","1004.3","1015.5","1009.3","2010-04-06 23:40","1001.5","2010-04-06 13:50","13.7","15.1","2010-04-06 13:43","12.8","2010-04-06 22:36","13.5","98","87","2010-04-06 02:04","2.8","50","15.2","50","2010-04-06 21:13","68.1","13.5","4.5","2010-04-06 02:15","15.3","2010-04-06 03:01","0.0","0.0","1.47","3.5","-1.6","1","2010-04-06 13:00","10.0"
"07","1011.9","1023.2","1014.1","2010-04-07 21:50","1008.7","2010-04-07 00:18","12.2","14.1","2010-04-07 11:58","11.3","2010-04-07 23:43","8.7","80","65","2010-04-07 16:24","4.8","50","14.0","60","2010-04-07 09:34","0.0","0.0","0.0","","0.0","","0.0","0.0","9.62","9.0","-2.9","6","2010-04-07 12:00","9.8"
"08","1008.4","1019.8","1013.2","2010-04-08 00:20","1004.5","2010-04-08 17:15","10.0","11.4","2010-04-08 00:01","8.2","2010-04-08 09:50","7.8","87","62","2010-04-08 07:26","4.0","350","14.8","350","2010-04-08 10:19","27.5","14.3","2.3","2010-04-08 10:48","6.6","2010-04-08 10:35","0.0","0.0","0.23","7.3","-0.9","1","2010-04-08 15:00","10.0"
"09","1004.5","1015.6","1006.7","2010-04-09 00:10","1001.6","2010-04-09 16:20","13.5","19.8","2010-04-09 12:56","10.6","2010-04-09 00:01","12.0","91","75","2010-04-09 12:42","1.4","90","7.3","90","2010-04-09 16:12","0.2","0.2","0.2","2010-04-09 01:30","0.2","2010-04-09 01:30","7.9","62.9","17.88","15.0","2.4","9","2010-04-09 13:00","4.2"
"10","1003.1","1014.2","1004.9","2010-04-10 00:01","1000.7","2010-04-10 17:00","14.9","19.7","2010-04-10 12:45","12.0","2010-04-10 02:06","12.8","87","76","2010-04-10 11:29","2.1","290","6.1","360","2010-04-10 00:25","0.0","0.0","0.0","","0.0","","5.0","39.7","12.65","10.3","-0.5","5","2010-04-10 12:00","7.2"
"11","999.5","1010.5","1004.2","2010-04-11 01:35","995.8","2010-04-11 23:59","15.7","19.1","2010-04-11 22:23","13.7","2010-04-11 03:56","15.1","96","82","2010-04-11 00:16","2.6","200","17.5","220","2010-04-11 23:34","46.2","10.8","4.0","2010-04-11 01:30","13.0","2010-04-11 05:55","0.0","0.0","1.37","3.3","-1.6","1","2010-04-11 15:00","10.0"
