"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1008.7","1019.9","1011.0","2017-03-01 01:34","1005.6","2017-03-01 14:56","13.5","19.8","2017-03-01 14:29","9.5","2017-03-01 06:03","7.3","67","44","2017-03-01 18:51","2.0","350","7.3","230","2017-03-01 18:19","0.0","0.0","0.0","","0.0","","10.0","86.7","16.44","10.8","3.2","8","2017-03-01 13:00","0.2"
"02","1011.3","1022.6","1013.4","2017-03-02 10:10","1009.1","2017-03-02 02:09","12.2","16.0","2017-03-02 11:11","9.4","2017-03-02 23:51","6.5","69","48","2017-03-02 02:20","4.0","50","12.9","100","2017-03-02 12:22","0.0","0.0","0.0","","0.0","","9.7","83.9","16.94","16.3","3.8","8","2017-03-02 13:00","0.0"
"03","1009.5","1020.8","1012.8","2017-03-03 00:19","1007.0","2017-03-03 15:43","10.7","15.8","2017-03-03 12:41","8.3","2017-03-03 06:03","6.4","75","61","2017-03-03 11:21","3.0","10","10.4","360","2017-03-03 09:11","0.0","0.0","0.0","","0.0","","8.4","72.5","14.80","16.8","2.4","8","2017-03-03 12:00","4.3"
"04","1005.2","1016.3","1007.3","2017-03-04 00:04","1002.9","2017-03-04 14:39","13.3","18.8","2017-03-04 14:05","10.5","2017-03-04 00:01","9.6","78","62","2017-03-04 12:42","1.6","100","5.3","350","2017-03-04 01:23","0.0","0.0","0.0","","0.0","","6.5","56.0","13.51","14.3","-1.9","8","2017-03-04 13:00","5.0"
"05","1002.2","1013.3","1004.4","2017-03-05 00:17","999.6","2017-03-05 17:34","14.1","17.8","2017-03-05 13:04","12.4","2017-03-05 22:37","11.9","87","78","2017-03-05 12:18","1.9","70","16.0","340","2017-03-05 21:59","21.6","6.6","5.0","2017-03-05 22:00","19.0","2017-03-05 21:54","0.8","6.9","7.17","10.2","-0.5","6","2017-03-05 12:00","8.7"
"06","1006.8","1018.0","1009.5","2017-03-06 22:55","1002.0","2017-03-06 01:04","11.8","15.1","2017-03-06 13:03","10.4","2017-03-06 22:55","9.0","83","67","2017-03-06 12:34","5.1","60","17.0","70","2017-03-06 08:03","5.9","6.3","1.0","2017-03-06 00:01","3.5","2017-03-06 00:54","0.5","4.3","7.47","11.7","-2.5","6","2017-03-06 13:00","10.0"
"07","1009.6","1020.9","1011.5","2017-03-07 08:13","1007.9","2017-03-07 14:50","10.4","12.4","2017-03-07 13:42","9.4","2017-03-07 12:23","6.5","77","72","2017-03-07 09:40","2.8","60","10.1","350","2017-03-07 01:17","T","0.2","T","2017-03-07 12:02","T","2017-03-07 12:02","0.2","1.7","5.41","13.8","-1.7","4","2017-03-07 14:00","9.8"
"08","1009.9","1021.2","1012.0","2017-03-08 09:23","1008.2","2017-03-08 15:33","11.1","14.9","2017-03-08 14:27","9.8","2017-03-08 01:08","6.7","74","64","2017-03-08 14:11","2.2","40","7.8","10","2017-03-08 10:10","0.0","0.0","0.0","","0.0","","1.7","14.5","7.91","12.2","2.2","6","2017-03-08 14:00","8.8"
"09","1008.4","1019.6","1010.7","2017-03-09 08:39","1006.2","2017-03-09 15:15","12.8","16.9","2017-03-09 12:15","9.9","2017-03-09 03:28","8.5","76","65","2017-03-09 14:46","2.4","360","8.1","350","2017-03-09 08:15","0.0","0.0","0.0","","0.0","","5.9","50.2","13.71","10.5","-2.9","7","2017-03-09 13:00","6.0"
"10","1006.4","1017.6","1008.6","2017-03-10 22:07","1004.5","2017-03-10 03:05","10.8","13.0","2017-03-10 00:01","10.0","2017-03-10 07:55","9.8","94","79","2017-03-10 00:01","4.8","10","14.5","20","2017-03-10 15:09","55.0","22.9","1.5","2017-03-10 04:19","7.0","2017-03-10 13:18","0.0","0.0","0.01","4.1","-0.2","0","2017-03-10 12:00","10.0"
