"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1013.6","1024.8","1015.3","2017-12-01 09:33","1012.1","2017-12-01 14:46","14.0","14.8","2017-12-01 11:56","13.4","2017-12-01 22:09","10.3","78","75","2017-12-01 04:04","5.9","40","18.1","10","2017-12-01 07:24","0.0","0.0","0.0","","0.0","","0.0","0.0","2.21","15.3","1.2","2","2017-12-01 12:00","10.0"
"02","1012.3","1023.5","1014.5","2017-12-02 07:41","1010.2","2017-12-02 14:55","14.8","16.4","2017-12-02 13:48","13.7","2017-12-02 00:04","10.9","77","72","2017-12-02 12:49","4.7","20","15.5","10","2017-12-02 03:55","T","2.6","T","2017-12-02 16:40","T","2017-12-02 16:40","0.0","0.0","3.47","14.0","-1.9","2","2017-12-02 13:00","10.0"
"03","1009.9","1021.0","1011.7","2017-12-03 09:33","1007.9","2017-12-03 15:13","16.5","19.9","2017-12-03 11:11","14.9","2017-12-03 00:01","11.9","75","66","2017-12-03 11:51","3.7","360","12.0","10","2017-12-03 00:14","0.0","0.0","0.0","","0.0","","5.4","51.2","9.60","24.3","2.0","4","2017-12-03 12:00","7.3"
"04","1010.9","1021.9","1013.2","2017-12-04 22:47","1009.3","2017-12-04 14:39","16.2","19.4","2017-12-04 11:53","14.4","2017-12-04 23:56","11.1","72","59","2017-12-04 11:18","4.7","60","15.9","40","2017-12-04 21:38","0.0","0.0","0.0","","0.0","","6.9","65.5","10.99","12.6","4.0","4","2017-12-04 12:00","3.7"
"05","1013.6","1024.9","1016.1","2017-12-05 08:57","1011.9","2017-12-05 23:53","13.2","15.2","2017-12-05 11:51","12.0","2017-12-05 17:23","6.0","62","51","2017-12-05 11:18","4.9","50","13.4","30","2017-12-05 04:47","0.0","0.0","0.0","","0.0","","5.9","56.1","10.07","5.9","3.3","3","2017-12-05 12:00","5.8"
"06","1011.9","1023.1","1014.0","2017-12-06 09:43","1010.6","2017-12-06 15:45","12.3","13.8","2017-12-06 13:51","11.4","2017-12-06 06:53","6.4","67","59","2017-12-06 13:51","3.7","30","12.8","10","2017-12-06 03:33","0.0","0.0","0.0","","0.0","","0.9","8.6","5.64","8.7","6.9","2","2017-12-06 14:00","7.5"
"07","1010.0","1021.2","1011.9","2017-12-07 22:22","1007.3","2017-12-07 14:38","14.1","17.3","2017-12-07 12:59","11.4","2017-12-07 01:40","8.1","67","50","2017-12-07 14:12","3.3","20","10.7","30","2017-12-07 21:32","0.0","0.0","0.0","","0.0","","6.3","60.0","10.58","10.2","3.4","4","2017-12-07 12:00","6.8"
"08","1013.8","1025.0","1015.4","2017-12-08 07:54","1011.8","2017-12-08 00:02","12.7","14.3","2017-12-08 00:04","11.2","2017-12-08 23:21","3.7","55","43","2017-12-08 12:03","5.6","60","14.9","70","2017-12-08 11:29","0.0","0.0","0.0","","0.0","","7.4","70.5","10.23","8.2","3.4","3","2017-12-08 12:00","4.7"
"09","1011.1","1022.4","1014.2","2017-12-09 00:02","1008.5","2017-12-09 15:34","11.0","12.2","2017-12-09 13:21","9.5","2017-12-09 06:19","3.8","62","49","2017-12-09 13:21","3.1","10","12.4","70","2017-12-09 00:13","0.0","0.0","0.0","","0.0","","0.0","0.0","3.86","12.7","1.0","2","2017-12-09 14:00","8.5"
"10","1008.6","1019.7","1011.3","2017-12-10 22:48","1006.7","2017-12-10 13:34","14.5","19.6","2017-12-10 12:20","11.2","2017-12-10 00:01","9.6","73","60","2017-12-10 11:49","2.5","30","8.9","20","2017-12-10 21:33","0.0","0.0","0.0","","0.0","","9.6","91.6","11.94","16.8","3.0","4","2017-12-10 12:00","2.0"
