"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","994.6","1005.2","997.9","2012-05-01 10:01","992.5","2012-05-01 03:59","24.1","26.6","2012-05-01 13:21","20.8","2012-05-01 09:57","22.8","93","84","2012-05-01 11:17","7.5","200","20.5","210","2012-05-01 03:44","13.0","6.9","9.0","2012-05-01 09:57","11.0","2012-05-01 09:19","2.2","16.8","11.52","9.0","-3.3","7","2012-05-01 13:00","8.0"
"02","996.5","1007.3","999.6","2012-05-02 22:50","993.8","2012-05-02 03:06","20.8","24.3","2012-05-02 05:52","18.7","2012-05-02 21:16","19.8","94","88","2012-05-02 12:19","2.7","20","10.7","200","2012-05-02 00:02","6.0","0.6","3.5","2012-05-02 13:34","6.0","2012-05-02 12:44","0.0","0.0","6.53","4.5","-2.0","3","2012-05-02 13:00","9.7"
"03","998.8","1009.6","1000.1","2012-05-03 09:16","997.3","2012-05-03 17:07","19.2","22.6","2012-05-03 09:47","17.5","2012-05-03 22:47","17.8","91","80","2012-05-03 10:19","2.3","10","9.9","360","2012-05-03 22:53","5.0","5.2","4.0","2012-05-03 13:10","4.0","2012-05-03 13:10","0.0","0.0","6.87","5.3","-2.1","5","2012-05-03 11:00","10.0"
"04","999.5","1010.4","1001.2","2012-05-04 09:43","997.5","2012-05-04 03:36","17.5","19.7","2012-05-04 16:10","15.8","2012-05-04 04:27","15.4","88","63","2012-05-04 23:10","2.7","360","11.7","360","2012-05-04 09:14","9.0","6.5","3.5","2012-05-04 02:57","6.5","2012-05-04 02:30","0.0","0.0","5.93","11.0","1.3","4","2012-05-04 13:00","8.8"
"05","1000.3","1011.2","1001.7","2012-05-05 08:50","999.3","2012-05-05 16:53","20.2","24.8","2012-05-05 12:20","17.3","2012-05-05 00:34","17.1","83","59","2012-05-05 09:50","2.0","60","5.6","280","2012-05-05 01:58","0.0","0.0","0.0","","0.0","","8.9","67.5","24.62","13.3","3.6","9","2012-05-05 12:00","2.7"
"06","1001.1","1011.9","1003.1","2012-05-06 09:14","999.4","2012-05-06 16:20","21.6","26.1","2012-05-06 13:53","17.7","2012-05-06 02:09","15.8","71","43","2012-05-06 17:58","1.2","80","4.6","340","2012-05-06 00:57","0.0","0.0","0.0","","0.0","","11.0","83.3","25.75","11.3","4.9","8","2012-05-06 12:00","0.7"
"07","999.7","1010.5","1001.9","2012-05-07 09:34","998.0","2012-05-07 16:50","22.4","27.2","2012-05-07 13:43","19.1","2012-05-07 02:32","17.8","76","49","2012-05-07 04:07","1.0","90","5.5","280","2012-05-07 02:07","0.0","0.0","0.0","","0.0","","10.1","76.4","24.22","9.7","4.1","8","2012-05-07 12:00","1.0"
"08","994.9","1005.5","998.3","2012-05-08 00:04","992.5","2012-05-08 16:41","24.1","26.6","2012-05-08 12:13","21.1","2012-05-08 00:04","20.1","79","66","2012-05-08 13:02","7.0","200","20.3","180","2012-05-08 13:33","0.0","0.0","0.0","","0.0","","6.6","49.9","19.43","8.8","6.1","6","2012-05-08 12:00","6.0"
"09","999.0","1009.7","1003.0","2012-05-09 21:53","994.8","2012-05-09 01:29","21.6","24.7","2012-05-09 09:35","19.7","2012-05-09 23:32","20.1","91","85","2012-05-09 08:59","3.8","40","12.4","210","2012-05-09 00:41","13.7","1.9","5.5","2012-05-09 11:49","10.5","2012-05-09 11:10","0.0","0.0","5.34","6.0","-1.3","3","2012-05-09 10:00","9.0"
"10","1001.7","1012.6","1005.1","2012-05-10 00:40","999.9","2012-05-10 02:46","19.0","19.8","2012-05-10 00:33","18.6","2012-05-10 17:03","17.9","94","88","2012-05-10 00:43","3.5","10","11.8","330","2012-05-10 00:39","25.5","12.5","6.0","2012-05-10 00:41","11.0","2012-05-10 00:35","0.0","0.0","1.53","6.9","-0.9","1","2012-05-10 14:00","10.0"
"11","1000.9","1011.8","1002.1","2012-05-11 08:29","999.3","2012-05-11 17:24","19.7","20.7","2012-05-11 16:16","18.7","2012-05-11 04:07","17.5","87","81","2012-05-11 06:37","3.5","360","10.9","10","2012-05-11 04:27","0.0","0.0","0.0","","0.0","","0.0","0.0","4.42","8.2","-0.6","3","2012-05-11 13:00","10.0"
"12","997.8","1008.6","1000.4","2012-05-12 00:01","996.0","2012-05-12 23:29","21.0","23.1","2012-05-12 09:34","19.5","2012-05-12 03:41","19.7","92","86","2012-05-12 09:24","3.1","360","10.6","20","2012-05-12 02:17","0.0","0.0","0.0","","0.0","","1.7","12.8","9.21","5.2","1.8","6","2012-05-12 10:00","9.8"
"13","994.5","1005.1","996.1","2012-05-13 00:01","993.0","2012-05-13 14:48","23.2","25.7","2012-05-13 12:47","20.9","2012-05-13 00:01","21.4","89","79","2012-05-13 13:41","4.7","200","11.9","180","2012-05-13 10:09","2.5","1.1","1.5","2012-05-13 20:56","2.5","2012-05-13 20:58","0.3","2.2","9.73","6.1","-2.4","7","2012-05-13 13:00","10.0"
"14","995.8","1006.4","997.1","2012-05-14 08:17","993.8","2012-05-14 15:29","25.0","29.1","2012-05-14 12:49","22.7","2012-05-14 05:09","23.2","90","78","2012-05-14 15:07","3.7","220","13.8","180","2012-05-14 15:33","15.5","3.6","6.5","2012-05-14 16:30","7.5","2012-05-14 15:44","5.6","41.9","20.36","7.5","-6.6","9","2012-05-14 13:00","6.5"
"15","998.3","1009.1","1001.4","2012-05-15 21:40","994.7","2012-05-15 02:08","20.7","24.6","2012-05-15 02:39","18.5","2012-05-15 20:49","19.6","94","89","2012-05-15 10:58","3.7","40","10.7","40","2012-05-15 07:59","34.5","11.5","7.5","2012-05-15 12:30","19.0","2012-05-15 12:23","0.0","0.0","2.46","6.7","-2.0","3","2012-05-15 11:00","10.0"
"16","998.0","1008.8","1000.3","2012-05-16 00:01","996.0","2012-05-16 15:58","19.8","20.9","2012-05-16 11:52","18.7","2012-05-16 00:20","19.2","96","94","2012-05-16 01:13","1.8","360","6.9","10","2012-05-16 00:15","25.0","11.3","7.0","2012-05-16 20:23","21.5","2012-05-16 19:44","0.0","0.0","3.46","6.5","-0.6","3","2012-05-16 14:00","10.0"
"17","998.6","1009.3","1001.6","2012-05-17 22:24","996.1","2012-05-17 03:40","21.8","24.4","2012-05-17 13:10","19.8","2012-05-17 01:37","20.4","92","81","2012-05-17 20:42","1.6","70","4.5","230","2012-05-17 07:18","1.5","3.1","0.5","2012-05-17 01:18","1.0","2012-05-17 01:26","0.2","1.5","12.25","12.2","2.8","6","2012-05-17 12:00","9.8"
